,arrival_date,state,district,market,variety,modal_price
2025,Jan,Rajasthan,Baran,Atru(Kawai Salpura),Other,3665.318181818182
2027,Jan,Rajasthan,Baran,Chhabra,Other,3729.8
2028,Jan,Rajasthan,Baran,Chhabra(Chhipabadod),Other,5139.0
2029,Jan,Rajasthan,Bhilwara,Bijolia,Other,3550.0
2030,Jan,Rajasthan,Bundi,Bundi,Other,3603.294117647059
2031,Jan,Rajasthan,Bundi,DEI(Bundi),Other,3558.2727272727275
2032,Jan,Rajasthan,Bundi,Keshoraipatan,Other,3497.0833333333335
2033,Jan,Rajasthan,Chittorgarh,Badrisadri,Other,3374.2
2034,Jan,Rajasthan,Chittorgarh,Nimbahera,Other,3783.3333333333335
2026,Jan,Rajasthan,Baran,Baran,Other,3522.1
1971,Jan,Maharashtra,Nandurbar,Nandurbar,Other,3683.923076923077
2036,Jan,Rajasthan,Chittorgarh,Pratapgarh,Yellow,3591.25
1969,Jan,Maharashtra,Nanded,Mukhed,Yellow,3400.0
1908,Jan,Maharashtra,Bhandara,Bhandara,Yellow,3375.0
1909,Jan,Maharashtra,Buldhana,Buldhana,Yellow,3616.6666666666665
1910,Jan,Maharashtra,Buldhana,Buldhana(Dhad),Yellow,3400.0
1911,Jan,Maharashtra,Buldhana,Chikali,Yellow,3487.5
1912,Jan,Maharashtra,Buldhana,Deoulgaon Raja,Yellow,3460.277777777778
1913,Jan,Maharashtra,Buldhana,Jalgaon Jamod(Aasalgaon),Yellow,3637.5
1914,Jan,Maharashtra,Buldhana,Khamgaon,Yellow,3534.5
1915,Jan,Maharashtra,Buldhana,Lonar,Yellow,3639.6923076923076
1907,Jan,Maharashtra,Beed,Parali Vaijyanath,Other,3674.25
1916,Jan,Maharashtra,Buldhana,Malkapur,Yellow,3541.1111111111113
1918,Jan,Maharashtra,Buldhana,Nandura,Yellow,3682.6
1919,Jan,Maharashtra,Buldhana,Sangrampur(Varvatbakal),Other,3509.375
1920,Jan,Maharashtra,Buldhana,Shegaon,Yellow,3512.5
1921,Jan,Maharashtra,Buldhana,Sindkhed Raja,Yellow,3550.0
1922,Jan,Maharashtra,Chandrapur,Chandrapur,Other,3614.7894736842104
1923,Jan,Maharashtra,Chandrapur,Chimur,Yellow,3390.0
1924,Jan,Maharashtra,Chandrapur,Rajura,Yellow,3629.625
1925,Jan,Maharashtra,Chandrapur,Varora,Yellow,3578.6470588235293
1917,Jan,Maharashtra,Buldhana,Mehekar,Other,3570.8333333333335
1926,Jan,Maharashtra,Dhule,Dhule,Other,3448.3333333333335
1906,Jan,Maharashtra,Beed,Majalgaon,Other,3564.6470588235293
1904,Jan,Maharashtra,Beed,Kaij,Yellow,3659.9285714285716
1970,Jan,Maharashtra,Nanded,Nanded,Other,3572.4
1886,Jan,Maharashtra,Amarawati,Achalpur,Other,3541.0
1887,Jan,Maharashtra,Amarawati,Amarawati,Other,3375.0588235294117
1888,Jan,Maharashtra,Amarawati,Anajngaon,Yellow,3444.4444444444443
1889,Jan,Maharashtra,Amarawati,Chandur Bazar,Yellow,3411.7
1890,Jan,Maharashtra,Amarawati,Chandur Railway,Yellow,3521.6666666666665
1891,Jan,Maharashtra,Amarawati,Daryapur,Yellow,3515.0
1892,Jan,Maharashtra,Amarawati,Dhamngaon-Railway,Yellow,3420.0
1905,Jan,Maharashtra,Beed,Kille Dharur,Yellow,3589.7
1893,Jan,Maharashtra,Amarawati,Morshi,Other,3531.3076923076924
1895,Jan,Maharashtra,Aurangabad,Aurangabad,Other,3547.0
1897,Jan,Maharashtra,Aurangabad,Lasur Station,Other,3667.8333333333335
1898,Jan,Maharashtra,Aurangabad,Paithan,Yellow,3408.714285714286
1899,Jan,Maharashtra,Aurangabad,Sillod,Other,3500.0
1900,Jan,Maharashtra,Aurangabad,Sillod(Bharadi),Yellow,3550.0
1901,Jan,Maharashtra,Aurangabad,Vaijpur,Other,3670.8
1902,Jan,Maharashtra,Beed,Ambejaogai,Yellow,3646.470588235294
1903,Jan,Maharashtra,Beed,Gevrai,Yellow,3463.0625
1894,Jan,Maharashtra,Amarawati,Nanggaon,Yellow,3504.5
1927,Jan,Maharashtra,Dhule,Shirpur,Yellow,3647.5
1896,Jan,Maharashtra,Aurangabad,Gangapur,Yellow,3727.0
1929,Jan,Maharashtra,Hingoli,Basmat,Yellow,3742.4
1952,Jan,Maharashtra,Latur,Chakur,Yellow,3632.1428571428573
1953,Jan,Maharashtra,Latur,Latur,Yellow,3709.375
1954,Jan,Maharashtra,Latur,Latur(Murud),Yellow,3500.1
1955,Jan,Maharashtra,Latur,Nilanga,Yellow,3500.0
1956,Jan,Maharashtra,Latur,Udgir,Other,3650.6
1957,Jan,Maharashtra,Nagpur,Bhiwapur,Yellow,3450.0
1958,Jan,Maharashtra,Nagpur,Katol,Yellow,3438.6363636363635
1959,Jan,Maharashtra,Nagpur,Mandhal,Yellow,3639.25
1960,Jan,Maharashtra,Nagpur,Nagpur,Other,3515.222222222222
1961,Jan,Maharashtra,Nagpur,Savner,Yellow,3213.3333333333335
1962,Jan,Maharashtra,Nagpur,Umared,Yellow,3560.0
1964,Jan,Maharashtra,Nanded,Bhokar,Yellow,3541.923076923077
1965,Jan,Maharashtra,Nanded,Dharmabad,Yellow,3702.5
1966,Jan,Maharashtra,Nanded,Hadgaon,Yellow,3400.0
1967,Jan,Maharashtra,Nanded,Hadgaon(Tamsa),Yellow,3300.0
1928,Jan,Maharashtra,Hingoli,Akhadabalapur,Yellow,3650.0
1968,Jan,Maharashtra,Nanded,Himalyatnagar,Yellow,3476.0
1951,Jan,Maharashtra,Latur,Ausa,Yellow,3641.3
1950,Jan,Maharashtra,Latur,Aurad Shahajani,Yellow,3621.5
1963,Jan,Maharashtra,Nanded,Bhokar,Other,3700.0
1948,Jan,Maharashtra,Jalgaon,Yawal,Other,3220.0
1949,Jan,Maharashtra,Latur,Ahmedpur,Yellow,3567.5833333333335
1930,Jan,Maharashtra,Hingoli,Hingoli,Other,3628.4210526315787
1932,Jan,Maharashtra,Hingoli,Jawala-Bajar,Other,3421.4285714285716
1933,Jan,Maharashtra,Hingoli,Kalamnuri,Yellow,3450.0
1934,Jan,Maharashtra,Hingoli,Sengoan,Yellow,3560.0
1931,Jan,Maharashtra,Hingoli,Hingoli(Kanegoan Naka),Yellow,3613.8636363636365
1936,Jan,Maharashtra,Jalana,Bhokardan(Pimpalgaon Renu),Yellow,3416.6666666666665
1937,Jan,Maharashtra,Jalana,Ghansawangi,Yellow,3300.0
1938,Jan,Maharashtra,Jalana,Jalana,Yellow,3623.095238095238
1939,Jan,Maharashtra,Jalana,Mantha,Other,3513.8888888888887
1935,Jan,Maharashtra,Jalana,Bhokardan,Yellow,3450.0
1940,Jan,Maharashtra,Jalana,Partur,Other,3636.6666666666665
1947,Jan,Maharashtra,Jalgaon,Pachora,Other,3626.5384615384614
1945,Jan,Maharashtra,Jalgaon,Dharangaon,Yellow,3250.0
1944,Jan,Maharashtra,Jalgaon,Chopada,Yellow,3615.3
1943,Jan,Maharashtra,Jalgaon,Chalisgaon,Other,3258.5714285714284
1946,Jan,Maharashtra,Jalgaon,Jalgaon,Other,3569.4444444444443
1941,Jan,Maharashtra,Jalana,Partur,Yellow,3615.3333333333335
1942,Jan,Maharashtra,Jalgaon,Amalner,Other,4199.214285714285
1424,Feb,Maharashtra,Ahmednagar,Ahmednagar,Other,3625.0
1425,Feb,Maharashtra,Ahmednagar,Jamkhed,Yellow,3387.5
1423,Feb,Madhya Pradesh,Vidisha,Vidisha,Yellow,3516.6666666666665
1426,Feb,Maharashtra,Ahmednagar,Kopargaon,Other,3545.0625
1422,Feb,Madhya Pradesh,Vidisha,Vidisha,Local,3500.0
1421,Feb,Madhya Pradesh,Vidisha,Sironj,Other,3301.4444444444443
1427,Feb,Maharashtra,Ahmednagar,Rahata,Other,3525.0
1420,Feb,Madhya Pradesh,Vidisha,Shamshabad,Yellow,3377.2105263157896
1419,Feb,Madhya Pradesh,Vidisha,Lateri,Yellow,3461.3888888888887
1418,Feb,Madhya Pradesh,Vidisha,Kurwai,Yellow,3443.0
1417,Feb,Madhya Pradesh,Vidisha,Ganjbasoda,Yellow,3513.4444444444443
1416,Feb,Madhya Pradesh,Umariya,Umariya,Other,3530.0
1415,Feb,Madhya Pradesh,Ujjain,Unhel,Soyabeen,346.5333333333333
1414,Feb,Madhya Pradesh,Ujjain,Ujjain,Yellow,3682.0555555555557
1405,Feb,Madhya Pradesh,Tikamgarh,Khargapur,Black,3490.0
1412,Feb,Madhya Pradesh,Ujjain,Nagda,Yellow,3548.266666666667
1398,Feb,Madhya Pradesh,Shivpuri,Khaniadhana,Yellow,2801.0
1399,Feb,Madhya Pradesh,Shivpuri,Khatora,Other,3405.4
1428,Feb,Maharashtra,Ahmednagar,Rahuri,Other,3500.0
1400,Feb,Madhya Pradesh,Shivpuri,Kolaras,Other,3555.842105263158
1401,Feb,Madhya Pradesh,Shivpuri,Pohari,Yellow,3534.875
1402,Feb,Madhya Pradesh,Shivpuri,Rannod,Black,3177.5
1413,Feb,Madhya Pradesh,Ujjain,Tarana,Yellow,3557.722222222222
1403,Feb,Madhya Pradesh,Shivpuri,Shivpuri,Other,3559.3333333333335
1406,Feb,Madhya Pradesh,Tikamgarh,Niwadi,Yellow,3550.5625
1407,Feb,Madhya Pradesh,Tikamgarh,Palera,Yellow,3200.0
1408,Feb,Madhya Pradesh,Tikamgarh,Tikamgarh,Yellow,3412.714285714286
1409,Feb,Madhya Pradesh,Ujjain,Badnagar,Yellow,3670.625
1410,Feb,Madhya Pradesh,Ujjain,Khachrod,Yellow,3621.7894736842104
1411,Feb,Madhya Pradesh,Ujjain,Mahidpur,Yellow,3571.842105263158
1404,Feb,Madhya Pradesh,Tikamgarh,Jatara,Other,3558.0
1429,Feb,Maharashtra,Ahmednagar,Rahuri(Vambori),Other,3469.5
1173,Feb,Chattisgarh,Rajnandgaon,Dongargaon,Yellow,3541.0
1431,Feb,Maharashtra,Ahmednagar,Shrirampur,Other,3569.0
1185,Feb,Gujarat,Rajkot,Jasdan,Other,2495.625
1397,Feb,Madhya Pradesh,Shivpuri,Karera,Other,3836.6666666666665
1186,Feb,Gujarat,Rajkot,Upleta,Soyabeen,3440.0
1184,Feb,Gujarat,Rajkot,Gondal,Yellow,3444.285714285714
1183,Feb,Gujarat,Rajkot,Dhoraji,Yellow,3439.375
1182,Feb,Gujarat,Junagarh,Junagadh,Soyabeen,3501.842105263158
1181,Feb,Gujarat,Jamnagar,Jam Jodhpur,Soyabeen,3250.0
1180,Feb,Gujarat,Dahod,Dahod,Soyabeen,3714.5238095238096
1179,Feb,Gujarat,Bhavnagar,Bhavnagar,Other,3108.3333333333335
1178,Feb,Gujarat,Amreli,Rajula,Soyabeen,3397.5
1177,Feb,Gujarat,Amreli,Amreli,Other,3288.75
1176,Feb,Chattisgarh,Rajnandgaon,Rajnandgaon,Yellow,3585.1052631578946
1175,Feb,Chattisgarh,Rajnandgaon,Kheragarh,Other,3300.0
1174,Feb,Chattisgarh,Rajnandgaon,Gandai,Soyabeen,3399.2
1430,Feb,Maharashtra,Ahmednagar,Sangamner,Other,3175.0
1172,Feb,Chattisgarh,Rajnandgaon,Dongargaon,Local,3591.1875
1170,Feb,Chattisgarh,Raipur,Arang,Soyabeen,3456.0
1169,Feb,Chattisgarh,Mungeli,Munguli,Yellow,3395.0
1168,Feb,Chattisgarh,Kabirdham,Pipriya,Yellow,3425.0
1167,Feb,Chattisgarh,Kabirdham,Kawardha,Yellow,3324.6153846153848
1166,Feb,Chattisgarh,Kabirdham,Kawardha,Other,3100.0
1165,Feb,Chattisgarh,Durg,Khamhariya,Yellow,3529.1666666666665
1164,Feb,Chattisgarh,Durg,Durg,Other,3650.0
1163,Feb,Chattisgarh,Balodabazar,Bhatapara,Other,3182.9285714285716
1326,Feb,Madhya Pradesh,Raisen,Silvani,Black,3396.0
1327,Feb,Madhya Pradesh,Raisen,Udaipura,Other,3377.5
1328,Feb,Madhya Pradesh,Rajgarh,Biaora,Yellow,3560.0
1434,Feb,Maharashtra,Akola,Akot,Yellow,3450.0
1433,Feb,Maharashtra,Akola,Akola,Yellow,3527.3529411764707
1432,Feb,Maharashtra,Ahmednagar,Shrirampur(Belapur),Other,3550.0
1171,Feb,Chattisgarh,Raipur,Kharora,Yellow,3200.0
1396,Feb,Madhya Pradesh,Shivpuri,Barad,Yellow,3540.5263157894738
1353,Feb,Madhya Pradesh,Sagar,Garhakota,Yellow,3502.0
1394,Feb,Madhya Pradesh,Sheopur,Sheopurkalan,Soyabeen,3360.6666666666665
1358,Feb,Madhya Pradesh,Sagar,Malthone,Yellow,3100.0
1357,Feb,Madhya Pradesh,Sagar,Khurai,Soyabeen,3387.5
1356,Feb,Madhya Pradesh,Sagar,Kesli,Yellow,3262.5
1355,Feb,Madhya Pradesh,Sagar,Kesli,Other,3200.0
1354,Feb,Madhya Pradesh,Sagar,Jaisinagar,Soyabeen,3370.0
1352,Feb,Madhya Pradesh,Sagar,Deori,Soyabeen,3399.0
1351,Feb,Madhya Pradesh,Sagar,Bina,Yellow,3456.5
1350,Feb,Madhya Pradesh,Sagar,Banda,Soyabeen,3408.875
1349,Feb,Madhya Pradesh,Sagar,Banda,Other,3222.0
1348,Feb,Madhya Pradesh,Sagar,Bamora,Yellow,3445.0
1347,Feb,Madhya Pradesh,Sagar,Bamora,Other,3540.0
1346,Feb,Madhya Pradesh,Rewa,Rewa,Other,2974.75
1345,Feb,Madhya Pradesh,Ratlam,Taal,Soyabeen,3624.5
1344,Feb,Madhya Pradesh,Ratlam,Taal,Other,3635.0
1359,Feb,Madhya Pradesh,Sagar,Rahatgarh,Yellow,3418.3333333333335
1343,Feb,Madhya Pradesh,Ratlam,Sailana,Other,3572.5789473684213
1341,Feb,Madhya Pradesh,Ratlam,Jaora,Other,3536.1111111111113
1340,Feb,Madhya Pradesh,Ratlam,A lot,Yellow,3597.6315789473683
1339,Feb,Madhya Pradesh,Rajgarh,Suthalia,Black,3465.0
1338,Feb,Madhya Pradesh,Rajgarh,Sarangpur,Yellow,3524.9411764705883
1337,Feb,Madhya Pradesh,Rajgarh,Pachaur,Yellow,3567.6666666666665
1336,Feb,Madhya Pradesh,Rajgarh,Narsinghgarh,Yellow,3578.75
1335,Feb,Madhya Pradesh,Rajgarh,Machalpur,Yellow,3250.0
1334,Feb,Madhya Pradesh,Rajgarh,Kurawar,Yellow,3594.6153846153848
1333,Feb,Madhya Pradesh,Rajgarh,Khujner,Yellow,3596.764705882353
1332,Feb,Madhya Pradesh,Rajgarh,Khilchipur,Soyabeen,3505.1875
1331,Feb,Madhya Pradesh,Rajgarh,Jeerapur,Yellow,3462.5
1330,Feb,Madhya Pradesh,Rajgarh,Jeerapur,Other,3400.0
1187,Feb,Gujarat,Sabarkantha,Bhiloda,Other,3791.4285714285716
1329,Feb,Madhya Pradesh,Rajgarh,Chhapiheda,Other,3491.25
1342,Feb,Madhya Pradesh,Ratlam,Ratlam,Yellow,3614.3636363636365
1360,Feb,Madhya Pradesh,Sagar,Rehli,Yellow,3457.1428571428573
1361,Feb,Madhya Pradesh,Sagar,Sagar,Other,3500.0
1362,Feb,Madhya Pradesh,Sagar,Sagar,Yellow,3480.0
1393,Feb,Madhya Pradesh,Sheopur,Sheopurbadod,Other,3356.625
1392,Feb,Madhya Pradesh,Shehdol,Shahdol,Other,3443.5454545454545
1391,Feb,Madhya Pradesh,Shajapur,Susner,Yellow,3525.470588235294
1390,Feb,Madhya Pradesh,Shajapur,Soyatkalan,Other,3155.0
1389,Feb,Madhya Pradesh,Shajapur,Shujalpur,Other,3579.0
1388,Feb,Madhya Pradesh,Shajapur,Shajapur,Other,3557.0
1387,Feb,Madhya Pradesh,Shajapur,Nalkehda,Other,3598.9444444444443
1386,Feb,Madhya Pradesh,Shajapur,Momanbadodiya,Yellow,3439.6875
1385,Feb,Madhya Pradesh,Shajapur,Maksi,Other,3563.4285714285716
1384,Feb,Madhya Pradesh,Shajapur,Kalapipal,Yellow,3444.5833333333335
1383,Feb,Madhya Pradesh,Shajapur,Berachha,Yellow,3337.5
1382,Feb,Madhya Pradesh,Shajapur,Badod,Yellow,3503.8636363636365
1381,Feb,Madhya Pradesh,Shajapur,Akodia,Other,3620.0
1380,Feb,Madhya Pradesh,Shajapur,Agar,Other,3577.6470588235293
1379,Feb,Madhya Pradesh,Seoni,Seoni,Yellow,2800.0
1378,Feb,Madhya Pradesh,Seoni,Keolari,Other,3200.0
1377,Feb,Madhya Pradesh,Seoni,Chhpara,Yellow,2900.0
1363,Feb,Madhya Pradesh,Sagar,Shahagarh,Other,3200.0
1364,Feb,Madhya Pradesh,Satna,Nagod,Other,3184.6666666666665
1365,Feb,Madhya Pradesh,Satna,Satna,Other,2938.6666666666665
1366,Feb,Madhya Pradesh,Sehore,Ashta,Yellow,3645.4117647058824
1367,Feb,Madhya Pradesh,Sehore,Ichhawar,Other,3675.0
1368,Feb,Madhya Pradesh,Sehore,Ichhawar,Yellow,3581.176470588235
1395,Feb,Madhya Pradesh,Shivpuri,Badarwas,Soyabeen,3549.9375
1369,Feb,Madhya Pradesh,Sehore,Jawar,Soyabeen,3605.8
1371,Feb,Madhya Pradesh,Sehore,Nasrullaganj,Yellow,3507.4
1372,Feb,Madhya Pradesh,Sehore,Rehati,Other,3551.0
1373,Feb,Madhya Pradesh,Sehore,Rehati,Yellow,3267.6666666666665
1374,Feb,Madhya Pradesh,Sehore,Sehore,Yellow,3536.7272727272725
1375,Feb,Madhya Pradesh,Sehore,Shyampur,Other,3385.0
1376,Feb,Madhya Pradesh,Sehore,Shyampur,Yellow,3545.277777777778
1370,Feb,Madhya Pradesh,Sehore,Nasrullaganj,Other,3466.0
1188,Feb,Gujarat,Sabarkantha,Himatnagar,Yellow,3450.0
1288,Feb,Madhya Pradesh,Jhabua,Jhabua,Yellow,3400.0
1190,Feb,Gujarat,Sabarkantha,Modasa,Yellow,3552.777777777778
1325,Feb,Madhya Pradesh,Raisen,Raisen,Other,3280.0
1287,Feb,Madhya Pradesh,Jabalpur,Jabalpur,Yellow,2800.0
1286,Feb,Madhya Pradesh,Indore,Sanwer,Yellow,3590.625
1285,Feb,Madhya Pradesh,Indore,Mhow,Other,3550.714285714286
1284,Feb,Madhya Pradesh,Indore,Indore,Yellow,3623.3333333333335
1283,Feb,Madhya Pradesh,Indore,Gautampura,Other,3364.0625
1282,Feb,Madhya Pradesh,Hoshangabad,Semriharchand,Other,3520.0
1281,Feb,Madhya Pradesh,Hoshangabad,Pipariya,Other,3183.0
1280,Feb,Madhya Pradesh,Hoshangabad,Itarsi,Yellow,3517.4166666666665
1279,Feb,Madhya Pradesh,Hoshangabad,Bankhedi,Yellow,3640.5
1278,Feb,Madhya Pradesh,Hoshangabad,Banapura,Yellow,3553.5333333333333
1277,Feb,Madhya Pradesh,Harda,Timarni,Soyabeen,3420.733333333333
1276,Feb,Madhya Pradesh,Harda,Siroli,Soyabeen,3480.5
1275,Feb,Madhya Pradesh,Harda,Khirakiya,Yellow,3565.8125
1289,Feb,Madhya Pradesh,Jhabua,Petlawad,Yellow,3521.6875
1274,Feb,Madhya Pradesh,Harda,Harda,Yellow,3500.4
1272,Feb,Madhya Pradesh,Guna,Raghogarh,Soyabeen,3452.1666666666665
1271,Feb,Madhya Pradesh,Guna,Maksudangarh,Other,3449.25
1270,Feb,Madhya Pradesh,Guna,Kumbhraj,Other,3480.9375
1269,Feb,Madhya Pradesh,Guna,Guna,Other,3627.0588235294117
1268,Feb,Madhya Pradesh,Guna,Binaganj,Other,3479.230769230769
1267,Feb,Madhya Pradesh,Guna,Aron,Other,3408.6315789473683
1266,Feb,Madhya Pradesh,Dindori,Gorakhpur,Local,3365.75
1265,Feb,Madhya Pradesh,Dindori,Dindori,Soyabeen,3200.0
1264,Feb,Madhya Pradesh,Dindori,Dindori,Local,3400.0
1263,Feb,Madhya Pradesh,Dhar,Rajgarh,Yellow,3500.0
1262,Feb,Madhya Pradesh,Dhar,Manawar,Other,3446.875
1261,Feb,Madhya Pradesh,Dhar,Kukshi,Yellow,3379.285714285714
1260,Feb,Madhya Pradesh,Dhar,Gandhwani,Yellow,3618.714285714286
1259,Feb,Madhya Pradesh,Dhar,Dhar,Yellow,3558.409090909091
1273,Feb,Madhya Pradesh,Gwalior,Dabra,Yellow,3475.0
1258,Feb,Madhya Pradesh,Dhar,Dhar,Other,3100.0
1290,Feb,Madhya Pradesh,Jhabua,Thandla,Yellow,3419.25
1292,Feb,Madhya Pradesh,Khandwa,Harsood,Yellow,3572.0
1322,Feb,Madhya Pradesh,Raisen,Begamganj,Other,3396.4285714285716
1321,Feb,Madhya Pradesh,Panna,Panna,Other,3250.0
1320,Feb,Madhya Pradesh,Panna,Devandranagar,Soyabeen,3000.0
1319,Feb,Madhya Pradesh,Neemuch,Neemuch,Yellow,3600.3529411764707
1318,Feb,Madhya Pradesh,Neemuch,Manasa,Other,3420.214285714286
1317,Feb,Madhya Pradesh,Neemuch,Javad,Other,3375.6666666666665
1316,Feb,Madhya Pradesh,Narsinghpur,Narsinghpur,Other,3498.076923076923
1315,Feb,Madhya Pradesh,Narsinghpur,Kareli,Yellow,3409.5
1314,Feb,Madhya Pradesh,Narsinghpur,Gadarwada,Yellow,3295.3846153846152
1313,Feb,Madhya Pradesh,Morena,Kailaras,Yellow,3163.5
1312,Feb,Madhya Pradesh,Mandsaur,Suvasra,Other,3297.5
1311,Feb,Madhya Pradesh,Mandsaur,Sitmau,Other,3647.153846153846
1310,Feb,Madhya Pradesh,Mandsaur,Shamgarh,Soyabeen,3397.4615384615386
1309,Feb,Madhya Pradesh,Mandsaur,Piplya,Yellow,3609.1666666666665
1291,Feb,Madhya Pradesh,Katni,Katni,Yellow,3100.0
1308,Feb,Madhya Pradesh,Mandsaur,Piplya,Soyabeen,3548.0
1306,Feb,Madhya Pradesh,Mandsaur,Mandsaur,Other,3502.5
1305,Feb,Madhya Pradesh,Mandsaur,Garoth,Other,3200.0
1304,Feb,Madhya Pradesh,Mandsaur,Daloda,Soyabeen,3602.8571428571427
1303,Feb,Madhya Pradesh,Khargone,Segaon,Other,3175.0
1302,Feb,Madhya Pradesh,Khargone,Sanawad,Soyabeen,3444.25
1301,Feb,Madhya Pradesh,Khargone,Sanawad,Other,3195.0
1300,Feb,Madhya Pradesh,Khargone,Khargone,Other,3577.2
1299,Feb,Madhya Pradesh,Khargone,Kasrawad,Soyabeen,3425.0
1298,Feb,Madhya Pradesh,Khargone,Karhi,Other,3503.3333333333335
1297,Feb,Madhya Pradesh,Khargone,Bhikangaon,Other,3579.190476190476
1296,Feb,Madhya Pradesh,Khargone,Badwaha,Yellow,3369.230769230769
1295,Feb,Madhya Pradesh,Khandwa,Pandhana,Yellow,3225.0
1294,Feb,Madhya Pradesh,Khandwa,Pandhana,Other,3407.5
1293,Feb,Madhya Pradesh,Khandwa,Khandwa,Yellow,3566.176470588235
1307,Feb,Madhya Pradesh,Mandsaur,Piplya,Local,3700.0
1257,Feb,Madhya Pradesh,Dhar,Dhamnod,Yellow,3546.315789473684
1256,Feb,Madhya Pradesh,Dhar,Badnawar,Yellow,3686.1111111111113
1255,Feb,Madhya Pradesh,Dewas,Sonkatch,Yellow,3560.0
1219,Feb,Madhya Pradesh,Badwani,Anjad,Other,3325.0
1218,Feb,Madhya Pradesh,Ashoknagar,Shadora,Other,3450.5714285714284
1435,Feb,Maharashtra,Akola,Balapur,Yellow,3623.3333333333335
1217,Feb,Madhya Pradesh,Ashoknagar,Piprai,Other,2445.0
1216,Feb,Madhya Pradesh,Ashoknagar,Mungawali,Yellow,3439.0625
1215,Feb,Madhya Pradesh,Ashoknagar,Isagarh,Yellow,3563.4615384615386
1214,Feb,Madhya Pradesh,Ashoknagar,Isagarh,Other,3220.0
1213,Feb,Madhya Pradesh,Ashoknagar,Chanderi,Soyabeen,3368.75
1212,Feb,Madhya Pradesh,Ashoknagar,Ashoknagar,Yellow,3447.705882352941
1211,Feb,Madhya Pradesh,Ashoknagar,Ashoknagar,Other,3500.0
1210,Feb,Madhya Pradesh,Alirajpur,Jobat,Other,3200.0
1209,Feb,Madhya Pradesh,Alirajpur,Alirajpur,Other,3375.4545454545455
1208,Feb,Karnataka,Haveri,Shiggauv,Soyabeen,3561.25
1207,Feb,Karnataka,Haveri,Ranebennur,Soyabeen,3600.0
1220,Feb,Madhya Pradesh,Badwani,Balwadi,Yellow,3525.0
1206,Feb,Karnataka,Haveri,Haveri,Soyabeen,3540.1428571428573
1204,Feb,Karnataka,Gulbarga,Gulbarga,Soyabeen,3378.6470588235293
1203,Feb,Karnataka,Gadag,Gadag,Soyabeen,2712.0
1202,Feb,Karnataka,Dharwad,Kalagategi,Soyabeen,3568.214285714286
1201,Feb,Karnataka,Dharwad,Hubli (Amaragol),Soyabeen,3442.2631578947367
1200,Feb,Karnataka,Dharwad,Dharwar,Soyabeen,3567.5263157894738
1199,Feb,Karnataka,Bidar,Bidar,Soyabeen,3617.3888888888887
1198,Feb,Karnataka,Bidar,Bhalki,Soyabeen,3655.3333333333335
1197,Feb,Karnataka,Belgaum,Soundati,Soyabeen,3575.0
1196,Feb,Karnataka,Belgaum,Sankeshwar,Soyabeen,3614.5
1195,Feb,Karnataka,Belgaum,Bailahongal,Local,3576.5
1194,Feb,Karnataka,Bangalore,Bangalore,Soyabeen,4530.0
1193,Feb,Gujarat,Surat,S.Mandvi,Other,2956.25
1192,Feb,Gujarat,Surat,Mandvi,Other,2956.25
1191,Feb,Gujarat,Sabarkantha,Modasa(Tintoi),Yellow,3525.0
1205,Feb,Karnataka,Haveri,Hanagal,Soyabeen,3617.25
1221,Feb,Madhya Pradesh,Badwani,Khetia,Other,3475.0
1222,Feb,Madhya Pradesh,Badwani,Sendhwa,Yellow,3620.5789473684213
1223,Feb,Madhya Pradesh,Betul,Betul,Yellow,3565.625
1254,Feb,Madhya Pradesh,Dewas,Loharda,Soyabeen,3454.6
1253,Feb,Madhya Pradesh,Dewas,Loharda,Other,3593.0
1252,Feb,Madhya Pradesh,Dewas,Khategaon,Soyabeen,3437.470588235294
1251,Feb,Madhya Pradesh,Dewas,Kannod,Soyabeen,3560.9375
1250,Feb,Madhya Pradesh,Dewas,Haatpipliya,Yellow,3431.1428571428573
1249,Feb,Madhya Pradesh,Dewas,Dewas,Other,3484.375
1248,Feb,Madhya Pradesh,Dewas,Bagli,Other,3075.0
1247,Feb,Madhya Pradesh,Datia,Sevda,Yellow,3300.0
1246,Feb,Madhya Pradesh,Datia,Datia,Yellow,3307.5
1245,Feb,Madhya Pradesh,Datia,Datia,Other,3515.0
1244,Feb,Madhya Pradesh,Damoh,Patharia,Yellow,3479.923076923077
1243,Feb,Madhya Pradesh,Damoh,Patharia,Other,3358.5
1242,Feb,Madhya Pradesh,Damoh,Damoh,Yellow,3552.6923076923076
1241,Feb,Madhya Pradesh,Damoh,Damoh,Other,3405.0
1240,Feb,Madhya Pradesh,Chhindwara,Pandhurna,Yellow,3415.0
1239,Feb,Madhya Pradesh,Chhindwara,Pandhurna,Other,3535.0
1238,Feb,Madhya Pradesh,Chhindwara,Chhindwara,Yellow,3300.0
1224,Feb,Madhya Pradesh,Betul,Multai,Yellow,3545.9411764705883
1225,Feb,Madhya Pradesh,Bhopal,Berasia,Soyabeen,3434.125
1226,Feb,Madhya Pradesh,Bhopal,Berasia,Yellow,3434.125
1227,Feb,Madhya Pradesh,Bhopal,Bhopal,Yellow,3512.1
1228,Feb,Madhya Pradesh,Burhanpur,Burhanpur,Other,3411.0
1229,Feb,Madhya Pradesh,Burhanpur,Burhanpur,Yellow,3455.3076923076924
1189,Feb,Gujarat,Sabarkantha,Khedbrahma,Other,3602.4375
