State,District,Arrival_date,Variety,Amount Sold,Modal_price
Maharashtra,Buldhana,Apr,Other,10244,3496.875
Maharashtra,Buldhana,Apr,Yellow,10244,3463.518987
Maharashtra,Buldhana,Aug,Other,7590,3438.888889
Maharashtra,Buldhana,Aug,Yellow,7590,3447.511111
Maharashtra,Buldhana,Feb,Yellow,12799,3503.555556
Maharashtra,Buldhana,Feb,Other,12799,3514.772727
Maharashtra,Buldhana,Jan,Yellow,728,3552.053435
Maharashtra,Buldhana,Jan,Other,728,3551.923077
Maharashtra,Buldhana,Jul,Yellow,11046,3454.876923
Maharashtra,Buldhana,Jul,Other,11046,3475.769231
Maharashtra,Buldhana,Jun,Yellow,11896,3469.608333
Maharashtra,Buldhana,Jun,Other,11896,3455.909091
Maharashtra,Buldhana,Mar,Yellow,12465,3463.137931
Maharashtra,Buldhana,Mar,Other,12465,3469.090909
Maharashtra,Buldhana,May,Yellow,13133,3514.447619
Maharashtra,Buldhana,May,Other,13133,3533.333333
Maharashtra,Buldhana,Nov,Yellow,53922,3467.780488
Maharashtra,Buldhana,Nov,Other,53922,3463.888889
Maharashtra,Buldhana,Oct,Yellow,16960,3423.457143
Maharashtra,Buldhana,Oct,Other,16960,3467.857143
Maharashtra,Buldhana,Sep,Yellow,4790,3450.804878
Maharashtra,Buldhana,Sep,Other,4790,3505
Maharashtra,Chandrapur,Apr,Other,439,3598.909091
Maharashtra,Chandrapur,Apr,Yellow,439,3598.08
Maharashtra,Chandrapur,Aug,Other,42,3580.857143
Maharashtra,Chandrapur,Aug,Yellow,42,3508.166667
Maharashtra,Chandrapur,Feb,Yellow,369,3579.352941
Maharashtra,Chandrapur,Feb,Other,369,3618.823529
Maharashtra,Chandrapur,Jan,Yellow,14,3597.088235
Maharashtra,Chandrapur,Jan,Other,14,3614.789474
Maharashtra,Chandrapur,Jul,Yellow,34,3467.333333
Maharashtra,Chandrapur,Jul,Other,34,3580.375
Maharashtra,Chandrapur,Jun,Yellow,302,3569.357143
Maharashtra,Chandrapur,Jun,Other,302,3586.642857
Maharashtra,Chandrapur,Mar,Other,335,3565
Maharashtra,Chandrapur,Mar,Yellow,335,3552.090909
Maharashtra,Chandrapur,May,Yellow,279,3630.6
Maharashtra,Chandrapur,May,Other,279,3629.083333
Maharashtra,Chandrapur,Nov,Yellow,7971,3419.375
Maharashtra,Chandrapur,Nov,Other,7971,3561.25
Maharashtra,Chandrapur,Oct,Other,51,3519.25
Maharashtra,Chandrapur,Oct,Yellow,51,3554.666667
Maharashtra,Chandrapur,Sep,Yellow,3,3399.2
Maharashtra,Chandrapur,Sep,Other,3,3577
Maharashtra,Hingoli,Apr,Other,2022,3539.666667
Maharashtra,Hingoli,Apr,Yellow,2022,3568.902439
Maharashtra,Hingoli,Aug,Other,505,3542.714286
Maharashtra,Hingoli,Aug,Yellow,505,3498.529412
Maharashtra,Hingoli,Feb,Yellow,2493,3587
Maharashtra,Hingoli,Feb,Other,2493,3533.888889
Maharashtra,Hingoli,Jan,Yellow,171,3574.45
Maharashtra,Hingoli,Jan,Other,171,3540.606061
Maharashtra,Hingoli,Jul,Yellow,894,3523
Maharashtra,Hingoli,Jul,Other,894,3481.384615
Maharashtra,Hingoli,Jun,Yellow,1511,3532.111111
Maharashtra,Hingoli,Jun,Other,1511,3483.9
Maharashtra,Hingoli,Jun,Black,1511,3660
Maharashtra,Hingoli,Mar,Other,1466,3515.761905
Maharashtra,Hingoli,Mar,Yellow,1466,3536.203704
Maharashtra,Hingoli,Mar,Black,1466,3437
Maharashtra,Hingoli,May,Yellow,1660,3572.272727
Maharashtra,Hingoli,May,Other,1660,3583.058824
Maharashtra,Hingoli,Nov,Yellow,16026,3539.666667
Maharashtra,Hingoli,Nov,Other,16026,3503.285714
Maharashtra,Hingoli,Oct,Yellow,6211,3479.583333
Maharashtra,Hingoli,Oct,Other,6211,3478.333333
Maharashtra,Hingoli,Sep,Yellow,635,3525.384615
Maharashtra,Hingoli,Sep,Other,635,3490.714286
Maharashtra,Jalana,Apr,Other,1008,3316.666667
Maharashtra,Jalana,Apr,Yellow,1008,3579.941176
Maharashtra,Jalana,Aug,Other,1054,3499.666667
Maharashtra,Jalana,Aug,Yellow,1054,3539.714286
Maharashtra,Jalana,Feb,Yellow,1977,3591.210526
Maharashtra,Jalana,Feb,Other,1977,3583.666667
Maharashtra,Jalana,Jan,Yellow,77,3577.5
Maharashtra,Jalana,Jan,Other,77,3544.583333
Maharashtra,Jalana,Jul,Other,1446,3370
Maharashtra,Jalana,Jul,Yellow,1446,3524.469388
Maharashtra,Jalana,Jun,Yellow,1505,3530.12766
Maharashtra,Jalana,Jun,Other,1505,3366.666667
Maharashtra,Jalana,Mar,Other,1100,3487.5
Maharashtra,Jalana,Mar,Yellow,1100,3574.6
Maharashtra,Jalana,May,Other,1141,3677.75
Maharashtra,Jalana,May,Yellow,1141,3607.823529
Maharashtra,Jalana,Nov,Yellow,19699,3547.642857
Maharashtra,Jalana,Nov,Other,19699,3260.333333
Maharashtra,Jalana,Oct,Yellow,12436,3533.777778
Maharashtra,Jalana,Sep,Yellow,677,3534.4375
Maharashtra,Jalgaon,Apr,Other,74,3454.52381
Maharashtra,Jalgaon,Apr,Yellow,74,3467.5
Maharashtra,Jalgaon,Aug,Other,49,3397
Maharashtra,Jalgaon,Aug,Yellow,49,2925
Maharashtra,Jalgaon,Feb,Yellow,165,3508.5
Maharashtra,Jalgaon,Feb,Other,165,3506.5
Maharashtra,Jalgaon,Jan,Yellow,13,3582.090909
Maharashtra,Jalgaon,Jan,Other,13,3729.295455
Maharashtra,Jalgaon,Jul,Yellow,19,3332.333333
Maharashtra,Jalgaon,Jul,Other,19,3395.652174
Maharashtra,Jalgaon,Jun,Yellow,38,3350.333333
Maharashtra,Jalgaon,Jun,Other,38,3428.375
Maharashtra,Jalgaon,Mar,Other,68,3491.111111
Maharashtra,Jalgaon,Mar,Yellow,68,3500
Maharashtra,Jalgaon,May,Other,27,3457.75
Maharashtra,Jalgaon,May,Yellow,27,3551.5
Maharashtra,Jalgaon,Nov,Other,1045,3478.4
Maharashtra,Jalgaon,Nov,Yellow,1045,3513.5
Maharashtra,Jalgaon,Oct,Yellow,767,3526
Maharashtra,Jalgaon,Oct,Other,767,3343.75
Maharashtra,Jalgaon,Sep,Yellow,46,3437.333333
Maharashtra,Jalgaon,Sep,Other,46,3394.571429
Maharashtra,Latur,Apr,Other,30468,3647.416667
Maharashtra,Latur,Apr,Yellow,30468,3614.631579
Maharashtra,Latur,Aug,Other,11541,3617.75
Maharashtra,Latur,Aug,Yellow,11541,3576.15625
Maharashtra,Latur,Feb,Yellow,30769,3593.448276
Maharashtra,Latur,Feb,Other,30769,3649
Maharashtra,Latur,Jan,Yellow,377,3612.342466
Maharashtra,Latur,Jan,Other,377,3650.6
Maharashtra,Latur,Jul,Other,8921,3652.3125
Maharashtra,Latur,Jul,Yellow,8921,3583.771084
Maharashtra,Latur,Jun,Yellow,23162,3607.755814
Maharashtra,Latur,Jun,Other,23162,3633.9375
Maharashtra,Latur,Mar,Other,23938,3626.222222
Maharashtra,Latur,Mar,Yellow,23938,3598.015385
Maharashtra,Latur,May,Other,20709,3878.384615
Maharashtra,Latur,May,Yellow,20709,3640.246377
Maharashtra,Latur,Nov,Other,93688,3596
Maharashtra,Latur,Nov,Yellow,93688,3585.5
Maharashtra,Latur,Oct,Yellow,21897,3578.043478
Maharashtra,Latur,Oct,Other,21897,3611.75
Maharashtra,Latur,Sep,Yellow,19540,3599.827586
Maharashtra,Latur,Sep,Other,19540,3621.833333
Maharashtra,Nagpur,Apr,Other,2231,3561.444444
Maharashtra,Nagpur,Apr,Yellow,2231,3491.575758
Maharashtra,Nagpur,Aug,Yellow,1237,3398.125
Maharashtra,Nagpur,Aug,Other,1237,3491.25
Maharashtra,Nagpur,Feb,Yellow,4032,3440.25
Maharashtra,Nagpur,Feb,Other,4032,3577.733333
Maharashtra,Nagpur,Jan,Yellow,98,3438.87234
Maharashtra,Nagpur,Jan,Other,98,3515.222222
Maharashtra,Nagpur,Jul,Other,1394,3480.230769
Maharashtra,Nagpur,Jul,Yellow,1394,3384.047619
Maharashtra,Nagpur,Jun,Yellow,1913,3380.581395
Maharashtra,Nagpur,Jun,Other,1913,3520.866667
Maharashtra,Nagpur,Mar,Other,1993,3543.375
Maharashtra,Nagpur,Mar,Yellow,1993,3418.184211
Maharashtra,Nagpur,May,Other,1481,3572.222222
Maharashtra,Nagpur,May,Yellow,1481,3457.117647
Maharashtra,Nagpur,Nov,Other,16790,3533.5
Maharashtra,Nagpur,Nov,Yellow,16790,3398.888889
Maharashtra,Nagpur,Oct,Yellow,5380,3336.866667
Maharashtra,Nagpur,Oct,Other,5380,3595.5
Maharashtra,Nagpur,Sep,Other,680,3450
Maharashtra,Nagpur,Sep,Yellow,680,3422.857143
Maharashtra,Nanded,Apr,Yellow,817,3483.736842
Maharashtra,Nanded,Apr,Other,817,3591.428571
Maharashtra,Nanded,Aug,Yellow,356,3348.571429
Maharashtra,Nanded,Aug,Other,356,3470.5
Maharashtra,Nanded,Feb,Yellow,1172,3490.869565
Maharashtra,Nanded,Feb,Other,1172,3574.5
Maharashtra,Nanded,Jan,Yellow,82,3530.405405
Maharashtra,Nanded,Jan,Other,82,3580.375
Maharashtra,Nanded,Jul,Other,157,3473.571429
Maharashtra,Nanded,Jul,Yellow,157,3326.45
Maharashtra,Nanded,Jun,Yellow,324,3494.470588
Maharashtra,Nanded,Jun,Other,324,3537.875
Maharashtra,Nanded,Mar,Other,942,3563.5
Maharashtra,Nanded,Mar,Yellow,942,3489.384615
Maharashtra,Nanded,May,Other,635,3623.571429
Maharashtra,Nanded,May,Yellow,635,3434.3125
Maharashtra,Nanded,Nov,Other,19978,3554.2
Maharashtra,Nanded,Nov,Yellow,19978,3464.3
Maharashtra,Nanded,Oct,Other,6204,3471.666667
Maharashtra,Nanded,Oct,Yellow,6204,3370.2
Maharashtra,Nanded,Sep,Other,326,3560.5
Maharashtra,Nanded,Sep,Yellow,326,3480.111111
Maharashtra,Nandurbar,Apr,Yellow,38,3300
Maharashtra,Nandurbar,Apr,Other,38,3500.428571
Maharashtra,Nandurbar,Aug,Other,2,3460
Maharashtra,Nandurbar,Feb,Other,143,3600.315789
Maharashtra,Nandurbar,Jan,Yellow,5,3575
Maharashtra,Nandurbar,Jan,Other,5,3622.066667
Maharashtra,Nandurbar,Jul,Other,11,3447.5625
Maharashtra,Nandurbar,Jun,Other,13,3439.307692
Maharashtra,Nandurbar,Mar,Other,283,3528.444444
Maharashtra,Nandurbar,Mar,Yellow,283,3225
Maharashtra,Nandurbar,May,Other,12,3549.125
Maharashtra,Nandurbar,May,Yellow,12,3700
Maharashtra,Nandurbar,Nov,Other,1361,3503.75
Maharashtra,Nandurbar,Nov,Yellow,1361,3450
Maharashtra,Nandurbar,Oct,Other,173,3505.25
Maharashtra,Nandurbar,Sep,Other,4,3496.2
Maharashtra,Nashik,Apr,Yellow,760,3362.5
Maharashtra,Nashik,Apr,Other,760,3567.979167
Maharashtra,Nashik,Aug,Yellow,497,3113
Maharashtra,Nashik,Aug,Other,497,3555.15
Maharashtra,Nashik,Feb,Yellow,705,3475.666667
Maharashtra,Nashik,Feb,Other,705,3584.313725
Maharashtra,Nashik,Jan,Yellow,21,3361.5
Maharashtra,Nashik,Jan,Other,21,3644.470588
Maharashtra,Nashik,Jul,Other,660,3522.733333
Maharashtra,Nashik,Jul,Yellow,660,3373.333333
Maharashtra,Nashik,Jun,Yellow,1058,3253.666667
Maharashtra,Nashik,Jun,Other,1058,3528.40678
Maharashtra,Nashik,Mar,Other,399,3532.292683
Maharashtra,Nashik,Mar,Yellow,399,3660
Maharashtra,Nashik,May,Yellow,794,3515.666667
Maharashtra,Nashik,May,Other,794,3582.565217
Maharashtra,Nashik,Nov,Other,4112,3483.772727
Maharashtra,Nashik,Oct,Other,1171,3537.388889
Maharashtra,Nashik,Oct,Yellow,1171,3625
Maharashtra,Nashik,Sep,Other,177,3542.733333
Maharashtra,Nashik,Sep,Yellow,177,3180
Maharashtra,Osmanabad,Apr,Yellow,713,3624.32
Maharashtra,Osmanabad,Apr,Other,713,3660.153846
Maharashtra,Osmanabad,Aug,Yellow,241,3586.769231
Maharashtra,Osmanabad,Aug,Other,241,3604.75
Maharashtra,Osmanabad,Feb,Yellow,751,3608.903226
Maharashtra,Osmanabad,Feb,Other,751,3496.666667
Maharashtra,Osmanabad,Jan,Yellow,65,3633.594595
Maharashtra,Osmanabad,Jan,Other,65,3714.142857
Maharashtra,Osmanabad,Jul,Other,622,3602
Maharashtra,Osmanabad,Jul,Yellow,622,3589.96875
Maharashtra,Osmanabad,Jun,Yellow,529,3624.148148
Maharashtra,Osmanabad,Jun,Other,529,3611.823529
Maharashtra,Osmanabad,Mar,Other,374,3613.9
Maharashtra,Osmanabad,Mar,Yellow,374,3563.44
Maharashtra,Osmanabad,May,Other,278,3608
Maharashtra,Osmanabad,May,Yellow,278,3664.136364
Maharashtra,Osmanabad,Nov,Other,9169,3571.5
Maharashtra,Osmanabad,Nov,Yellow,9169,3602.4
Maharashtra,Osmanabad,Oct,Other,3342,3582.4
Maharashtra,Osmanabad,Oct,Yellow,3342,3549.555556
Maharashtra,Osmanabad,Sep,Other,309,3676
Maharashtra,Osmanabad,Sep,Yellow,309,3591.9
Maharashtra,Parbhani,Apr,Yellow,696,3594.044444
Maharashtra,Parbhani,Apr,Other,696,3471.8
Maharashtra,Parbhani,Aug,Yellow,254,3525.764706
Maharashtra,Parbhani,Aug,Other,254,3440.5
Maharashtra,Parbhani,Feb,Yellow,678,3541.530612
Maharashtra,Parbhani,Feb,Other,678,3475
Maharashtra,Parbhani,Jan,Other,51,3498.2
Maharashtra,Parbhani,Jan,Yellow,51,3575.694444
Maharashtra,Parbhani,Jul,Other,278,3470.2
Maharashtra,Parbhani,Jul,Yellow,278,3524.45
Maharashtra,Parbhani,Jun,Other,1273,3446.2
Maharashtra,Parbhani,Jun,Yellow,1273,3438.4
Maharashtra,Parbhani,Mar,Other,386,3431
Maharashtra,Parbhani,Mar,Yellow,386,3550.547619
Maharashtra,Parbhani,May,Other,181,3550.333333
Maharashtra,Parbhani,May,Yellow,181,3571.65
Maharashtra,Parbhani,Nov,Other,8257,3495.5
Maharashtra,Parbhani,Nov,Yellow,8257,3530.25
Maharashtra,Parbhani,Oct,Other,3168,3400
Maharashtra,Parbhani,Oct,Yellow,3168,3537.428571
Maharashtra,Parbhani,Sep,Other,1311,3447
Maharashtra,Parbhani,Sep,Yellow,1311,3538
Maharashtra,Pune,Apr,Yellow,1,3611
Maharashtra,Pune,Aug,Yellow,1,3517
Maharashtra,Pune,Feb,Yellow,86,3595.5
Maharashtra,Pune,Jan,Yellow,52,3600.5
Maharashtra,Pune,Jul,Yellow,14,3400
Maharashtra,Pune,Jun,Yellow,6,3538.666667
Maharashtra,Pune,Mar,Other,61,3600
Maharashtra,Pune,Mar,Yellow,61,3352.333333
Maharashtra,Pune,May,Yellow,11,3275
Maharashtra,Pune,Nov,Yellow,304,3400
Maharashtra,Pune,Oct,Yellow,35,3531
Maharashtra,Sholapur,Apr,Other,155,3668.666667
Maharashtra,Sholapur,Aug,Other,51,3598.75
Maharashtra,Sholapur,Feb,Other,26,3331
Maharashtra,Sholapur,Jan,Other,13,3653.428571
Maharashtra,Sholapur,Jul,Other,61,3599.75
Maharashtra,Sholapur,Jun,Other,165,3406.666667
Maharashtra,Sholapur,Mar,Other,28,3512.75
Maharashtra,Sholapur,May,Other,90,3683.333333
Maharashtra,Sholapur,Nov,Other,2277,3616.666667
Maharashtra,Sholapur,Oct,Other,1217,3543
Maharashtra,Sholapur,Sep,Other,88,3685.5
Maharashtra,Vashim,Apr,Yellow,12566,3590.967742
Maharashtra,Vashim,Apr,Other,12566,3563.380952
Maharashtra,Vashim,Aug,Yellow,7115,3544.411765
Maharashtra,Vashim,Aug,Other,7115,3525.111111
Maharashtra,Vashim,Feb,Other,18180,3541.236842
Maharashtra,Vashim,Feb,Yellow,18180,3587.96875
Maharashtra,Vashim,Jan,Other,991,3561.354167
Maharashtra,Vashim,Jan,Yellow,991,3633.529412
Maharashtra,Vashim,Jul,Other,7872,3504.056604
Maharashtra,Vashim,Jul,Yellow,7872,3523.7
Maharashtra,Vashim,Jun,Other,12256,3554.173077
Maharashtra,Vashim,Jun,Yellow,12256,3550
Maharashtra,Vashim,Mar,Other,13068,3541.472727
Maharashtra,Vashim,Mar,Yellow,13068,3548.382353
Maharashtra,Vashim,May,Other,12159,3556.375
Maharashtra,Vashim,May,Yellow,12159,3600.609756
Maharashtra,Vashim,Nov,Other,59595,3521.785714
Maharashtra,Vashim,Nov,Yellow,59595,3545.666667
Maharashtra,Vashim,Oct,Other,23242,3540.833333
Maharashtra,Vashim,Oct,Yellow,23242,3551.5
Maharashtra,Vashim,Sep,Other,8673,3528.6875
Maharashtra,Vashim,Sep,Yellow,8673,3556.666667
Maharashtra,Wardha,Apr,Yellow,6897,3487.876712
Maharashtra,Wardha,Aug,Yellow,3327,3439.878788
Maharashtra,Wardha,Feb,Yellow,9891,3475.550562
Maharashtra,Wardha,Jan,Yellow,294,3485.069565
Maharashtra,Wardha,Jul,Yellow,2804,3436.459016
Maharashtra,Wardha,Jun,Yellow,4442,3456.448276
Maharashtra,Wardha,Mar,Yellow,7137,3449.347368
Maharashtra,Wardha,May,Yellow,5740,3514.917808
Maharashtra,Wardha,Nov,Yellow,39617,3424.655172
Maharashtra,Wardha,Oct,Yellow,9829,3463.964286
Maharashtra,Wardha,Sep,Yellow,1702,3442.708333
Maharashtra,Yavatmal,Apr,Yellow,3014,3535.316667
Maharashtra,Yavatmal,Aug,Yellow,2064,3479.193548
Maharashtra,Yavatmal,Feb,Yellow,6589,3519.2
Maharashtra,Yavatmal,Jan,Yellow,276,3530.753968
Maharashtra,Yavatmal,Jul,Yellow,532,3498.169811
Maharashtra,Yavatmal,Jun,Yellow,938,3507.793103
Maharashtra,Yavatmal,Mar,Yellow,1617,3491.827586
Maharashtra,Yavatmal,May,Yellow,2474,3569.571429
Maharashtra,Yavatmal,Nov,Yellow,15813,3459.529412
Maharashtra,Yavatmal,Oct,Yellow,6969,3468.55
Maharashtra,Yavatmal,Sep,Yellow,1741,3497.772727
Manipur,Bishnupur,Jun,Other,10.2,7400
Manipur,Thoubal,Jun,Other,13.5,7000
Rajasthan,Baran,Apr,Other,1280.1,3611.75
Rajasthan,Baran,Aug,Other,2007.1,3525.541667
Rajasthan,Baran,Feb,Other,6407.1,3543.467532
Rajasthan,Baran,Jan,Other,2153,3596.769231
Rajasthan,Baran,Jul,Other,3695.2,3452.73494
Rajasthan,Baran,Jun,Other,2657.8,3575.407407
Rajasthan,Baran,Mar,Other,2777.4,3535.917808
Rajasthan,Baran,May,Other,992.4,3647.097561
Rajasthan,Baran,Nov,Other,28284.1,3665.565217
Rajasthan,Baran,Oct,Other,31403.1,3498.8125
Rajasthan,Baran,Sep,Other,1589.2,3471.681818
Rajasthan,Bhilwara,Apr,Other,26.4,3588.5
Rajasthan,Bhilwara,Aug,Other,20,3750
Rajasthan,Bhilwara,Jan,Other,9580.6,3550
Rajasthan,Bhilwara,Jul,Other,52.5,3587.5
Rajasthan,Bhilwara,Jun,Other,20,3750
Rajasthan,Bhilwara,Nov,Other,29.8,1875
Rajasthan,Bundi,Apr,Other,116.3,3539.423077
Rajasthan,Bundi,Aug,Other,51,3483.15
Rajasthan,Bundi,Feb,Other,389.8,3562.238636
Rajasthan,Bundi,Jan,Other,641,3550.967391
Rajasthan,Bundi,Jul,Other,168.6,3453.842857
Rajasthan,Bundi,Jun,Other,144.3,3522.471429
Rajasthan,Bundi,Mar,Other,344.2,3482.722222
Rajasthan,Bundi,May,Other,68.7,3610.772727
Rajasthan,Bundi,Nov,Other,3010.6,3548.6
Rajasthan,Bundi,Oct,Other,2566.3,3541.166667
Rajasthan,Bundi,Sep,Other,27.1,3509.346154
Rajasthan,Chittorgarh,Apr,Other,1922.1,3722.791667
Rajasthan,Chittorgarh,Apr,Yellow,1922.1,3559.733333
Rajasthan,Chittorgarh,Aug,Other,2025.6,3487.090909
Rajasthan,Chittorgarh,Aug,Yellow,2025.6,3547
Rajasthan,Chittorgarh,Feb,Yellow,4666,3595.785714
Rajasthan,Chittorgarh,Feb,Other,4666,3547.421053
Rajasthan,Chittorgarh,Jan,Yellow,6986,3591.25
Rajasthan,Chittorgarh,Jan,Other,6986,3592.371429
Rajasthan,Chittorgarh,Jul,Yellow,5036.2,3447.411765
Rajasthan,Chittorgarh,Jul,Other,5036.2,3412.517241
Rajasthan,Chittorgarh,Jun,Yellow,3487.3,3565.375
Rajasthan,Chittorgarh,Jun,Other,3487.3,3528.875
Rajasthan,Chittorgarh,Mar,Yellow,1810,3558.533333
Rajasthan,Chittorgarh,Mar,Other,1810,3417.344828
Rajasthan,Chittorgarh,May,Yellow,3864.4,3584.75
Rajasthan,Chittorgarh,May,Other,3864.4,3500.137931
Rajasthan,Chittorgarh,Nov,Yellow,7965.2,3532.4
Rajasthan,Chittorgarh,Nov,Other,7965.2,3375.555556
Rajasthan,Chittorgarh,Oct,Yellow,3754.7,3498
Rajasthan,Chittorgarh,Oct,Other,3754.7,3489.125
Rajasthan,Chittorgarh,Sep,Yellow,750.8,3548.25
Rajasthan,Chittorgarh,Sep,Other,750.8,3439.833333
Rajasthan,Jhalawar,Apr,Other,4304,3656.770115
Rajasthan,Jhalawar,Aug,Other,4793,3583.891892
Rajasthan,Jhalawar,Feb,Other,11445.8,3550.591837
Rajasthan,Jhalawar,Jan,Other,17400.3,3604.598131
Rajasthan,Jhalawar,Jul,Other,6739,3497.903226
Rajasthan,Jhalawar,Jun,Other,6132.2,3619.938053
Rajasthan,Jhalawar,Mar,Other,5478.1,3534.638298
Rajasthan,Jhalawar,May,Other,5109.6,3676.151515
Rajasthan,Jhalawar,Nov,Other,53503.5,3572.151515
Rajasthan,Jhalawar,Oct,Other,25768.4,3564.666667
Rajasthan,Jhalawar,Sep,Other,3269.6,3564.137931
Rajasthan,Kota,Apr,Other,4168.4,3596.959184
Rajasthan,Kota,Aug,Other,8365,3553.1
Rajasthan,Kota,Feb,Other,14211.9,3508.305085
Rajasthan,Kota,Jan,Other,16404.8,3495.741935
Rajasthan,Kota,Jul,Other,10282.9,3495.888889
Rajasthan,Kota,Jun,Other,7830.9,3605.895522
Rajasthan,Kota,Mar,Other,9737.3,3503.35
Rajasthan,Kota,May,Other,5854,3642.227273
Rajasthan,Kota,Nov,Other,45273.1,3530.6
Rajasthan,Kota,Oct,Other,37684.9,3544.8
Rajasthan,Kota,Sep,Other,4258.9,3515.6
Rajasthan,Swai Madhopur,Apr,Other,0.8,3275
Rajasthan,Swai Madhopur,Aug,Other,2,3291
Rajasthan,Swai Madhopur,Feb,Other,9.7,3541.25
Rajasthan,Swai Madhopur,Jan,Other,35.2,3571.5
Rajasthan,Swai Madhopur,Jul,Other,2.1,3318
Rajasthan,Swai Madhopur,Jun,Other,0.6,3555
Rajasthan,Swai Madhopur,Mar,Other,5.4,3278.666667
Rajasthan,Swai Madhopur,May,Other,548,3455
Rajasthan,Swai Madhopur,Nov,Other,322.9,3591.666667
Rajasthan,Swai Madhopur,Oct,Other,59.6,3315
Rajasthan,Swai Madhopur,Sep,Other,1254,3505.5
Rajasthan,Tonk,Apr,Other,14,3000
Rajasthan,Tonk,Feb,Other,0.5,3100
Rajasthan,Tonk,Jan,Other,1.4,3050
Rajasthan,Tonk,Jun,Other,3.6,3050
Rajasthan,Udaipur,Apr,Other,0.6,3325
Rajasthan,Udaipur,Aug,Other,7.2,3500
Rajasthan,Udaipur,Feb,Other,4563,3450
Rajasthan,Udaipur,Jan,Other,3813,3500
Rajasthan,Udaipur,Jul,Other,20.2,3450
Rajasthan,Udaipur,Jun,Other,17.1,3616.666667
Rajasthan,Udaipur,Mar,Other,3.2,3360
Rajasthan,Udaipur,May,Other,10.1,3425
Rajasthan,Udaipur,Oct,Other,19.3,3550
Rajasthan,Udaipur,Sep,Other,52,3550
Uttar Pradesh,Kanpur,Apr,Soybean,595,4657.142857
Uttar Pradesh,Kanpur,Aug,Soybean,880,4731.25
Uttar Pradesh,Kanpur,Feb,Soybean,640,4525.555556
Uttar Pradesh,Kanpur,Jan,Soybean,492,4584.782609
Uttar Pradesh,Kanpur,Jul,Soybean,704,5170
Uttar Pradesh,Kanpur,Jun,Soybean,483,5107.142857
Uttar Pradesh,Kanpur,Mar,Soybean,565,4570.625
Uttar Pradesh,Kanpur,May,Soybean,669,4855.238095
Uttar Pradesh,Kanpur,Nov,Soybean,600,4710.714286
Uttar Pradesh,Kanpur,Oct,Soybean,426,4830
Uttar Pradesh,Kanpur,Sep,Soybean,573,4605.833333
Uttar Pradesh,Lalitpur,Apr,Yellow,98.5,3330.0625
Uttar Pradesh,Lalitpur,Aug,Yellow,225,3362.5
Uttar Pradesh,Lalitpur,Feb,Yellow,418,3375.294118
Uttar Pradesh,Lalitpur,Jan,Yellow,503.5,3253.277778
Uttar Pradesh,Lalitpur,Jul,Yellow,745,3604.210526
Uttar Pradesh,Lalitpur,Jun,Yellow,456.9,3770.952381
Uttar Pradesh,Lalitpur,Mar,Yellow,233,3322.285714
Uttar Pradesh,Lalitpur,May,Yellow,415.5,3622.111111
Uttar Pradesh,Lalitpur,Nov,Yellow,8191,3534
Uttar Pradesh,Lalitpur,Oct,Yellow,329.5,3535
Uttar Pradesh,Lalitpur,Sep,Yellow,80.4,3584
