arrival_date,state,variety,district,modal_price
Nov,Madhya Pradesh,Yellow,Burhanpur,3522
Nov,Madhya Pradesh,Yellow,Bhopal,3459.33333333333
Nov,Madhya Pradesh,Yellow,Betul,3507
Nov,Madhya Pradesh,Yellow,Narsinghpur,3398.125
Nov,Madhya Pradesh,Yellow,Neemuch,3575
Nov,Madhya Pradesh,Yellow,Indore,3567.58333333333
Nov,Maharashtra,Other,Akola,3335
Nov,Maharashtra,Other,Chandrapur,3561.25
Nov,Maharashtra,Other,Beed,3559.72727272727
Nov,Maharashtra,Other,Aurangabad,3562
Nov,Maharashtra,Other,Amarawati,3412.11111111111
Nov,Maharashtra,Other,Ahmednagar,3437.38888888889
Nov,Madhya Pradesh,Yellow,Vidisha,3397.58333333333
Nov,Madhya Pradesh,Yellow,Raisen,3281.25
Nov,Madhya Pradesh,Yellow,Ujjain,3567.33333333333
Nov,Madhya Pradesh,Yellow,Shivpuri,3410.45454545455
Nov,Madhya Pradesh,Yellow,Shajapur,3469.72727272727
Nov,Madhya Pradesh,Yellow,Sehore,3491.54166666667
Nov,Madhya Pradesh,Yellow,Sagar,3320.28
Nov,Madhya Pradesh,Yellow,Ratlam,3563.36363636364
Nov,Madhya Pradesh,Yellow,Rajgarh,3507.60714285714
Nov,Madhya Pradesh,Yellow,Tikamgarh,3469.3
Nov,Maharashtra,Other,Buldhana,3463.88888888889
Dec,Madhya Pradesh,Other,Sagar,3400
Dec,Madhya Pradesh,Other,Satna,3040
Dec,Madhya Pradesh,Other,Hoshangabad,3180
Dec,Madhya Pradesh,Other,Shajapur,3528.19230769231
Dec,Madhya Pradesh,Other,Rewa,2900
Dec,Madhya Pradesh,Other,Shehdol,3550.5
Dec,Madhya Pradesh,Other,Sehore,3460
Dec,Madhya Pradesh,Other,Ratlam,3592.16666666667
Dec,Madhya Pradesh,Other,Khandwa,3300
Dec,Madhya Pradesh,Other,Raisen,3370
Dec,Madhya Pradesh,Other,Neemuch,3468.5
Dec,Madhya Pradesh,Other,Narsinghpur,3367.5
Dec,Madhya Pradesh,Other,Mandsaur,3355.09090909091
Dec,Madhya Pradesh,Other,Khargone,3637.71428571429
Dec,Madhya Pradesh,Other,Indore,3558
Dec,Madhya Pradesh,Other,Sheopur,3198.75
Dec,Madhya Pradesh,Other,Rajgarh,3558
Dec,Madhya Pradesh,Other,Shivpuri,3499.92307692308
Dec,Madhya Pradesh,Soyabeen,Sehore,3592.4
Dec,Madhya Pradesh,Other,Ujjain,3465
Dec,Madhya Pradesh,Other,Guna,3460.95
Dec,Madhya Pradesh,Soyabeen,Sheopur,3410.75
Dec,Madhya Pradesh,Soyabeen,Shivpuri,3620
Dec,Madhya Pradesh,Soyabeen,Sagar,3375.22222222222
Dec,Madhya Pradesh,Soyabeen,Ratlam,3606.2
Dec,Madhya Pradesh,Soyabeen,Rajgarh,3456.66666666667
Dec,Madhya Pradesh,Soyabeen,Mandsaur,3573.2
Dec,Madhya Pradesh,Other,Tikamgarh,3400
Dec,Madhya Pradesh,Soyabeen,Khargone,3297.4
Dec,Madhya Pradesh,Soyabeen,Guna,3445
Dec,Madhya Pradesh,Soyabeen,Dewas,3417.57142857143
Dec,Madhya Pradesh,Soyabeen,Chhindwara,3447
Dec,Madhya Pradesh,Soyabeen,Chhatarpur,3343.25
Dec,Madhya Pradesh,Soyabeen,Bhopal,3145
Dec,Madhya Pradesh,Soyabeen,Ashoknagar,3335.5
Dec,Madhya Pradesh,Other,Vidisha,3248.83333333333
Dec,Madhya Pradesh,Soyabeen,Harda,3487.25
Dec,Madhya Pradesh,Other,Dhar,3372.33333333333
Dec,Chattisgarh,Yellow,Durg,3395
Dec,Madhya Pradesh,Other,Damoh,3110
Dec,Gujarat,Soyabeen,Junagarh,3415
Dec,Gujarat,Soyabeen,Jamnagar,3275
Dec,Gujarat,Soyabeen,Dahod,3668.33333333333
Dec,Gujarat,Soyabeen,Amreli,3375
Dec,Gujarat,Other,Surat,2250
Dec,Gujarat,Other,Sabarkantha,3543.5
Dec,Gujarat,Other,Rajkot,3252.5
Dec,Gujarat,Soyabeen,Rajkot,3700
Dec,Gujarat,Other,Dahod,3250
Dec,Gujarat,Other,Amreli,3070
Dec,Chattisgarh,Yellow,Rajnandgaon,3535.71428571429
Dec,Chattisgarh,Yellow,Mungeli,3226.66666666667
Dec,Chattisgarh,Yellow,Kabirdham,3328.75
Dec,Chattisgarh,Yellow,Bemetara,3400
Dec,Chattisgarh,Other,Balodabazar,3450
Dec,Madhya Pradesh,Soyabeen,Ujjain,351.02
Dec,Gujarat,Other,Bhavnagar,3175
Dec,Madhya Pradesh,Other,Dewas,3475.66666666667
Dec,Gujarat,Yellow,Rajkot,3420
Dec,Karnataka,Local,Belgaum,3560
Dec,Madhya Pradesh,Other,Chhindwara,3399.6
Dec,Madhya Pradesh,Other,Chhatarpur,3458.75
Dec,Madhya Pradesh,Other,Badwani,3402.5
Dec,Madhya Pradesh,Other,Ashoknagar,3471.75
Dec,Madhya Pradesh,Other,Alirajpur,3405.71428571429
Dec,Madhya Pradesh,Local,Dindori,3325
Dec,Madhya Pradesh,Local,Chhindwara,3255.5
Dec,Gujarat,Yellow,Sabarkantha,3358.33333333333
Dec,Madhya Pradesh,Black,Tikamgarh,3310
Dec,Madhya Pradesh,Black,Raisen,3500
Dec,Madhya Pradesh,Black,Chhatarpur,3230
Dec,Karnataka,Soyabeen,Haveri,3591.66666666667
Dec,Karnataka,Soyabeen,Gulbarga,3159.2
Dec,Karnataka,Soyabeen,Dharwad,3565.33333333333
Dec,Karnataka,Soyabeen,Bidar,3568.57142857143
Dec,Karnataka,Soyabeen,Bangalore,4433.33333333333
Dec,Madhya Pradesh,Black,Rajgarh,3460
Dec,Madhya Pradesh,Yellow,Ashoknagar,3586.44444444444
Dec,Rajasthan,Other,Tonk,3063
Dec,Madhya Pradesh,Yellow,Betul,3507.18181818182
Dec,Maharashtra,Yellow,Hingoli,3555.76923076923
Dec,Maharashtra,Yellow,Chandrapur,3529.66666666667
Dec,Maharashtra,Yellow,Buldhana,3447.4375
Dec,Maharashtra,Yellow,Bhandara,3250
Dec,Maharashtra,Yellow,Beed,3548.15384615385
Dec,Maharashtra,Yellow,Aurangabad,3523
Dec,Maharashtra,Yellow,Amarawati,3381.84210526316
Dec,Maharashtra,Yellow,Jalana,3527.72727272727
Dec,Maharashtra,Yellow,Akola,3463.92857142857
Dec,Maharashtra,Other,Vashim,3510
Dec,Maharashtra,Other,Sholapur,3485
Dec,Maharashtra,Other,Parbhani,3600
Dec,Maharashtra,Other,Osmanabad,3609.66666666667
Dec,Maharashtra,Other,Nashik,3555.15384615385
Dec,Maharashtra,Other,Nandurbar,3538
Dec,Maharashtra,Other,Nanded,3480
Dec,Maharashtra,Yellow,Ahmednagar,3275
Dec,Maharashtra,Other,Nagpur,3462.33333333333
Dec,Maharashtra,Yellow,Latur,3538.27777777778
Dec,Maharashtra,Yellow,Nanded,3458
Dec,Uttar Pradesh,Yellow,Lalitpur,3530
Dec,Uttar Pradesh,Soyabeen,Kanpur,4717.5
Dec,Rajasthan,Yellow,Chittorgarh,3570
Dec,Rajasthan,Other,Udaipur,3400
Dec,Rajasthan,Other,Swai Madhopur,3363
Dec,Rajasthan,Other,Kota,3536.06666666667
Dec,Rajasthan,Other,Jhalawar,3571.40740740741
Dec,Maharashtra,Yellow,Nagpur,3399.16666666667
Dec,Rajasthan,Other,Chittorgarh,3440.77777777778
Dec,Rajasthan,Other,Baran,3433.13043478261
Dec,Maharashtra,Yellow,Yavatmal,3484.13636363636
Dec,Maharashtra,Yellow,Wardha,3452.21428571429
Dec,Maharashtra,Yellow,Vashim,3552.72727272727
Dec,Maharashtra,Yellow,Parbhani,3543.64285714286
Dec,Maharashtra,Yellow,Osmanabad,3623.28571428571
Dec,Maharashtra,Yellow,Nashik,3311
Dec,Rajasthan,Other,Bundi,3483.72222222222
Dec,Madhya Pradesh,Yellow,Badwani,3584
Dec,Maharashtra,Other,Latur,3608.2
Dec,Maharashtra,Other,Jalana,3511
Dec,Madhya Pradesh,Yellow,Morena,3400
Dec,Madhya Pradesh,Yellow,Mandsaur,3605
Dec,Madhya Pradesh,Yellow,Khargone,3396.66666666667
Dec,Madhya Pradesh,Yellow,Khandwa,3455.14285714286
Dec,Madhya Pradesh,Yellow,Jhabua,3534.375
Dec,Madhya Pradesh,Yellow,Indore,3573.22222222222
Dec,Madhya Pradesh,Yellow,Hoshangabad,3554.5
Dec,Madhya Pradesh,Yellow,Narsinghpur,3327
Dec,Madhya Pradesh,Yellow,Harda,3546.33333333333
Dec,Madhya Pradesh,Yellow,Dewas,3516.90909090909
Dec,Madhya Pradesh,Yellow,Datia,3000
Dec,Madhya Pradesh,Yellow,Damoh,3426.11111111111
Dec,Madhya Pradesh,Yellow,Chhindwara,3392
Dec,Madhya Pradesh,Yellow,Chhatarpur,3400
Dec,Madhya Pradesh,Yellow,Burhanpur,3441.2
Dec,Madhya Pradesh,Yellow,Bhopal,3272
Dec,Madhya Pradesh,Yellow,Dhar,3541.12
Dec,Maharashtra,Other,Jalgaon,3450.42857142857
Dec,Madhya Pradesh,Yellow,Neemuch,3582.2
Dec,Madhya Pradesh,Yellow,Rajgarh,3519.84375
Dec,Maharashtra,Other,Hingoli,3530.16666666667
Dec,Maharashtra,Other,Chandrapur,3543.25
Dec,Maharashtra,Other,Buldhana,3387.5
Dec,Maharashtra,Other,Beed,3541.5
Dec,Maharashtra,Other,Aurangabad,3553.66666666667
Dec,Maharashtra,Other,Amarawati,3440.42857142857
Dec,Maharashtra,Other,Akola,3240
Dec,Madhya Pradesh,Yellow,Raisen,3247.36363636364
Dec,Maharashtra,Other,Ahmednagar,3477.58333333333
Dec,Madhya Pradesh,Yellow,Ujjain,3583.21428571429
Dec,Madhya Pradesh,Yellow,Tikamgarh,3350
Dec,Madhya Pradesh,Yellow,Shivpuri,3503
Dec,Madhya Pradesh,Yellow,Shajapur,3466.77272727273
Dec,Madhya Pradesh,Yellow,Sehore,3492.42857142857
Dec,Madhya Pradesh,Yellow,Sagar,3470.81818181818
Dec,Madhya Pradesh,Yellow,Ratlam,3572.45454545455
Dec,Madhya Pradesh,Yellow,Vidisha,3465.9
Dec,Chattisgarh,Local,Rajnandgaon,3576.75
