,Date,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal)
1803,1 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3350,3250
1806,2 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3350,3250
1810,3 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3385,3250
1814,4 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3375,3250
1819,7 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,3290,3325,3290
1823,8 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3390,3300
1826,9 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3475,3345
1829,10 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3500,3385
1833,11 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3480,3330
1836,12 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3480,3350
1841,15 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3605,3470
1845,16 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3580,3440
1849,17 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3650,3500
1853,18 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3700,3600
1857,19 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3745,3625
1862,21 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3825,3700
1866,22 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3830,3700
1873,24 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3810,3650
1877,25 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3855,3700
1882,28 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3920,3750
1886,29 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3975,3800
1890,30 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3900,3800
1894,31 Jan 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3935,3800
1901,2 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3910,3750
1908,5 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3875,3750
1912,6 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3800,3750
1917,8 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3835,3700
1919,9 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3830,3700
1921,11 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3810,3700
1925,12 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3765,3650
1929,13 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3815,3700
1933,14 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3830,3700
1937,15 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3840,3750
1940,16 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3780,3650
1944,18 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3790,3700
1946,19 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3830,3700
1949,20 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3835,3700
1952,21 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3830,3700
1956,22 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3795,3700
1960,23 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3770,3650
1963,25 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3780,3670
1966,26 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3745,3650
1970,27 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3685,3500
1974,28 Feb 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3650,3500
1978,1 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3655,3500
1982,2 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3665,3500
1986,5 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3745,3625
1992,7 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3750,3600
1996,8 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3710,3600
1999,9 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3720,3600
2008,14 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3720,3600
2011,15 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3770,3600
2015,16 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3740,3600
2019,18 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3735,3600
2023,19 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3735,3600
2027,20 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3730,3600
2031,22 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3745,3600
2034,23 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3775,3600
2035,26 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3750,3600
2038,27 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3735,3600
2041,28 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3765,3650
2044,29 Mar 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3740,3650
2052,2 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3780,3650
2056,3 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3800,3650
2059,4 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3810,3700
2063,6 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,3500,3880,3700
2065,8 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,3500,3840,3720
2069,9 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,3550,3850,3700
2073,10 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,3500,3850,3750
2077,11 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3800,3725
2081,12 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3830,3730
2084,15 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3835,3730
2087,16 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3840,3730
2090,20 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3800,3700
2092,22 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3795,3700
2095,23 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3805,3700
2099,24 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3820,3700
2103,25 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3805,3700
2107,26 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3785,3700
2110,27 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3820,3700
2112,29 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3765,3700
2116,30 Apr 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3765,3700
2118,1 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3760,3650
2120,2 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3735,3600
2124,3 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3695,3600
2127,6 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3675,3600
2130,7 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3665,3600
2132,8 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3695,3600
2136,9 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3790,3650
2140,10 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3815,3740
2143,11 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3800,3700
2144,13 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3785,3630
2148,14 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3795,3650
2152,15 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3865,3750
2156,16 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3890,3750
2159,17 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3890,3750
2162,20 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3790,3650
2164,21 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3770,3650
2167,22 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3795,3650
2170,23 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3795,3650
2173,24 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3800,3700
2177,25 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3790,3700
2179,27 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3800,3730
2183,28 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3785,3700
2187,29 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3800,3700
2191,30 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3810,3700
2194,31 May 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3805,3700
2197,1 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3805,3715
2201,4 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3870,3700
2204,5 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3725,3640
2206,6 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3735,3650
2210,7 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3785,3650
2213,8 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,3350,3690,3600
2215,10 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3850,3650
2219,11 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,3450,3650,3550
2222,12 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3735,3650
2226,13 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3710,3660
2230,14 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3750,3640
2233,15 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3745,3650
2244,21 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,3250,3610,3500
2247,24 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3650,3560
2251,25 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3680,3600
2255,26 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3660,3575
2259,27 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3780,3650
2263,28 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3700,3570
2267,29 Jun 19,Indore,Indore,Soyabean,Yellow,FAQ,3400,3680,3570
2271,1 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3715,3620
2275,2 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3715,3620
2278,3 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3605,3520
2282,4 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3620,3565
2286,5 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3610,3500
2290,6 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3595,3500
2294,8 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3645,3480
2298,9 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3400,3300
2302,10 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3490,3400
2306,11 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3510,3400
2310,12 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3530,3450
2316,15 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3750,3570
2320,16 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3625,3500
2324,17 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3610,3530
2328,18 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3620,3530
2332,19 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3600,3560
2335,20 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3570,3500
2340,22 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3595,3500
2344,23 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3570,3500
2348,24 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3580,3500
2352,25 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3580,3500
2356,26 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3575,3500
2362,29 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3575,3500
2366,30 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3555,3500
2369,31 Jul 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3520,3470
2374,2 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3535,3450
2378,3 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3555,3450
2382,5 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3535,3480
2386,6 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3525,3450
2389,7 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3520,3450
2392,8 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3550,3475
2395,9 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3615,3500
2400,13 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3620,3500
2404,14 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3650,3500
2408,16 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3610,3500
2412,17 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3650,3530
2417,19 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3650,3550
2421,20 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3670,3550
2425,21 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3645,3550
2429,22 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3670,3550
2432,23 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3650,3550
2435,26 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3680,3550
2439,27 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3700,3600
2443,28 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3755,3650
2447,29 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3710,3600
2452,31 Aug 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3730,3600
2459,3 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2950,3695,3600
2463,4 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3730,3600
2467,5 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3720,3600
2471,6 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3710,3600
2474,7 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3720,3600
2478,9 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3715,3600
2481,10 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3720,3600
2484,11 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3840,3750
2489,13 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3885,3725
2495,16 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3905,3825
2499,17 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3905,3830
2503,18 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3920,3830
2506,19 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3900,3750
2509,20 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3880,3750
2513,21 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3900,3750
2518,23 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3925,3800
2522,24 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4000,3900
2526,25 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4075,3900
2530,26 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4170,4100
2534,27 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4230,4100
2540,30 Sep 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4375,4200
2544,1 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4230,4000
2549,3 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4220,3900
2553,4 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4185,3800
2561,7 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4190,3600
2564,8 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4165,3600
2567,9 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4125,3500
2570,10 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4040,3600
2574,11 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,3000,4005,3600
2580,14 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2000,3890,3500
2584,15 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3880,3500
2588,16 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3745,3500
2592,17 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3900,3500
2596,18 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3860,3500
2600,19 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3825,3500
2605,21 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2050,3800,3500
2609,22 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3770,3500
2613,23 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3740,3500
2617,24 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3735,3500
2624,30 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4751,3500
2628,31 Oct 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3850,3500
2632,1 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3910,3500
2636,2 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3930,3600
2641,4 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3980,3600
2645,5 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4000,3600
2649,6 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3970,3600
2656,8 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4055,3700
2662,11 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3980,3700
2665,12 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3970,3600
2668,13 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4070,3700
2672,14 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4060,3700
2676,15 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3990,3700
2680,16 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3965,3700
2685,18 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4005,3700
2689,19 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3950,3700
2693,20 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3975,3800
2697,21 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4075,3800
2704,23 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4030,3800
2708,25 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4150,3800
2714,27 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3975,3750
2718,28 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,3940,3750
2722,29 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4080,3800
2726,30 Nov 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4055,3800
2730,2 Dec 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4035,3800
2733,3 Dec 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4045,3800
2736,4 Dec 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4060,3800
2739,5 Dec 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4070,3800
2742,6 Dec 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4055,3800
2743,7 Dec 19,Indore,Indore,Soyabean,Yellow,FAQ,2500,4125,3900
