Date,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Arrival/Quintol,Yield,Rainfall/mm,MSP/quintal,Modal Price (Rs./Quintal)
29-Apr-19,Sanwer,Soyabean,Yellow,FAQ,3531,3703,395.6,905,0.1,3710,3650
02-May-19,Sanwer,Soyabean,Yellow,FAQ,3531,3600,319.2,905,0.4,3710,3580
03-May-19,Sanwer,Soyabean,Yellow,FAQ,3351,3650,319.2,905,0.4,3710,3550
06-May-19,Sanwer,Soyabean,Yellow,FAQ,3380,3380,319.2,905,0.4,3710,3380
08-May-19,Sanwer,Soyabean,Yellow,FAQ,3531,3621,319.2,905,0.4,3710,3551
09-May-19,Sanwer,Soyabean,Yellow,FAQ,3639,3650,319.2,905,0.4,3710,3646
10-May-19,Sanwer,Soyabean,Yellow,FAQ,3411,3650,319.2,905,0.4,3710,3643
13-May-19,Sanwer,Soyabean,Yellow,FAQ,3625,3625,319.2,905,0.4,3710,3625
14-May-19,Sanwer,Soyabean,Yellow,FAQ,3500,3651,319.2,905,0.4,3710,3625
15-May-19,Sanwer,Soyabean,Yellow,FAQ,3610,3656,319.2,905,0.4,3710,3625
16-May-19,Sanwer,Soyabean,Yellow,FAQ,3595,3640,319.2,905,0.4,3710,3595
18-May-19,Sanwer,Soyabean,Yellow,FAQ,3640,3700,319.2,905,0.4,3710,3660
21-May-19,Sanwer,Soyabean,Yellow,FAQ,3617,3690,319.2,905,0.4,3710,3643
22-May-19,Sanwer,Soyabean,Yellow,FAQ,3650,3672,319.2,905,0.4,3710,3650
24-May-19,Sanwer,Soyabean,Yellow,FAQ,3575,3677,319.2,905,0.4,3710,3631
27-May-19,Sanwer,Soyabean,Yellow,FAQ,3550,3721,319.2,905,0.4,3710,3640
28-May-19,Sanwer,Soyabean,Yellow,FAQ,3626,3750,319.2,905,0.4,3710,3651
29-May-19,Sanwer,Soyabean,Yellow,FAQ,3536,3706,319.2,905,0.4,3710,3630
30-May-19,Sanwer,Soyabean,Yellow,FAQ,3511,3685,319.2,905,0.4,3710,3634
31-May-19,Sanwer,Soyabean,Yellow,FAQ,3660,3792,319.2,905,0.4,3710,3660
01-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3602,3695,849.1,905,100.4,3710,3661
04-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3500,3740,849.1,905,100.4,3710,3625
06-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3550,3731,849.1,905,100.4,3710,3667
07-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3555,3662,849.1,905,100.4,3710,3601
10-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3552,3643,849.1,905,100.4,3710,3582
11-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3451,3650,849.1,905,100.4,3710,3576
12-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3441,3650,849.1,905,100.4,3710,3526
13-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3451,3661,849.1,905,100.4,3710,3585
14-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3425,3714,849.1,905,100.4,3710,3634
15-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3482,3685,849.1,905,100.4,3710,3600
17-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3580,3691,849.1,905,100.4,3710,3635
18-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3461,3661,849.1,905,100.4,3710,3551
19-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3535,3694,849.1,905,100.4,3710,3594
20-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3460,3622,849.1,905,100.4,3710,3515
21-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3250,3651,849.1,905,100.4,3710,3590
24-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3450,3653,849.1,905,100.4,3710,3562
25-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3575,3651,849.1,905,100.4,3710,3600
26-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3500,3600,849.1,905,100.4,3710,3550
27-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3621,3698,849.1,905,100.4,3710,3632
28-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3423,3671,849.1,905,100.4,3710,3600
29-Jun-19,Sanwer,Soyabean,Yellow,FAQ,3410,3656,849.1,905,100.4,3710,3600
01-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3371,3654,1600.9,905,200.8,3710,3550
03-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3200,3571,1600.9,905,200.8,3710,3540
04-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3492,3590,1600.9,905,200.8,3710,3551
05-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3309,3585,1600.9,905,200.8,3710,3570
06-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3500,3565,1600.9,905,200.8,3710,3555
08-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3350,3600,1600.9,905,200.8,3710,3560
09-Jul-19,Sanwer,Soyabean,Yellow,FAQ,2900,3500,1600.9,905,200.8,3710,3440
10-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3375,3480,1600.9,905,200.8,3710,3430
11-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3350,3520,1600.9,905,200.8,3710,3458
12-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3001,3551,1600.9,905,200.8,3710,3480
15-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3400,3641,1600.9,905,200.8,3710,3571
16-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3290,3607,1600.9,905,200.8,3710,3571
17-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3371,3624,1600.9,905,200.8,3710,3580
18-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3530,3600,1600.9,905,200.8,3710,3576
19-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3400,3600,1600.9,905,200.8,3710,3536
20-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3309,3561,1600.9,905,200.8,3710,3461
22-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3300,3525,1600.9,905,200.8,3710,3450
23-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3450,3520,1600.9,905,200.8,3710,3481
24-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3425,3524,1600.9,905,200.8,3710,3475
25-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3400,3531,1600.9,905,200.8,3710,3475
26-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3400,3534,1600.9,905,200.8,3710,3490
29-Jul-19,Sanwer,Soyabean,Yellow,FAQ,2900,3563,1600.9,905,200.8,3710,3475
30-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3400,3521,1600.9,905,200.8,3710,3480
31-Jul-19,Sanwer,Soyabean,Yellow,FAQ,3400,3551,1600.9,905,200.8,3710,3450
02-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3200,3575,1045,905,300.6,3710,3450
03-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3300,3541,1045,905,300.6,3710,3450
05-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3419,3480,1045,905,300.6,3710,3430
06-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3350,3503,1045,905,300.6,3710,3450
07-Aug-19,Sanwer,Soyabean,Yellow,FAQ,2900,3520,1045,905,300.6,3710,3450
08-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3450,3576,1045,905,300.6,3710,3480
13-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3400,3578,1045,905,300.6,3710,3500
14-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3405,3592,1045,905,300.6,3710,3501
16-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3612,3612,1045,905,300.6,3710,3612
17-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3432,3626,1045,905,300.6,3710,3550
19-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3400,3584,1045,905,300.6,3710,3500
20-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3475,3610,1045,905,300.6,3710,3511
21-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3400,3640,1045,905,300.6,3710,3570
22-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3400,3630,1045,905,300.6,3710,3521
26-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3000,3682,1045,905,300.6,3710,3545
27-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3525,3680,1045,905,300.6,3710,3590
28-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3200,3719,1045,905,300.6,3710,3600
31-Aug-19,Sanwer,Soyabean,Yellow,FAQ,3400,3710,1045,905,300.6,3710,3600
03-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3151,3704,736.5,905,100.8,3710,3630
04-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3201,3725,736.5,905,100.8,3710,3622
05-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3322,3695,736.5,905,100.8,3710,3589
09-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3600,3601,736.5,905,100.8,3710,3601
11-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3400,3635,736.5,905,100.8,3710,3525
13-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3650,3661,736.5,905,100.8,3710,3650
16-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3585,3900,736.5,905,100.8,3710,3700
17-Sep-19,Sanwer,Soyabean,Yellow,FAQ,2611,3761,736.5,905,100.8,3710,3600
18-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3252,3867,736.5,905,100.8,3710,3711
20-Sep-19,Sanwer,Soyabean,Yellow,FAQ,2929,3891,736.5,905,100.8,3710,3750
21-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3251,3870,736.5,905,100.8,3710,3550
23-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3200,3858,736.5,905,100.8,3710,3753
24-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3000,3896,736.5,905,100.8,3710,3750
25-Sep-19,Sanwer,Soyabean,Yellow,FAQ,2701,3951,736.5,905,100.8,3710,3851
26-Sep-19,Sanwer,Soyabean,Yellow,FAQ,3200,4096,736.5,905,100.8,3710,3871
27-Sep-19,Sanwer,Soyabean,Yellow,FAQ,2900,4195,736.5,905,100.8,3710,4000
30-Sep-19,Sanwer,Soyabean,Yellow,FAQ,1211,4151,736.5,905,100.8,3710,3701
01-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1400,4342,3446.7,905,0.8,3710,3000
03-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1500,3111,3446.7,905,0.8,3710,2950
04-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1850,3050,3446.7,905,0.8,3710,2500
05-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1201,3300,3446.7,905,0.8,3710,2575
07-Oct-19,Sanwer,Soyabean,Yellow,FAQ,2200,3507,3446.7,905,0.8,3710,3390
10-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1300,3850,3446.7,905,0.8,3710,3301
11-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1500,3550,3446.7,905,0.8,3710,3400
14-Oct-19,Sanwer,Soyabean,Yellow,FAQ,2200,3600,3446.7,905,0.8,3710,3250
15-Oct-19,Sanwer,Soyabean,Yellow,FAQ,2500,3665,3446.7,905,0.8,3710,3400
16-Oct-19,Sanwer,Soyabean,Yellow,FAQ,2500,3705,3446.7,905,0.8,3710,3500
17-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1350,3809,3446.7,905,0.8,3710,3400
18-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1200,3850,3446.7,905,0.8,3710,3400
19-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1400,3535,3446.7,905,0.8,3710,3200
21-Oct-19,Sanwer,Soyabean,Yellow,FAQ,2575,3930,3446.7,905,0.8,3710,3300
22-Oct-19,Sanwer,Soyabean,Yellow,FAQ,1200,3765,3446.7,905,0.8,3710,3400
23-Oct-19,Sanwer,Soyabean,Yellow,FAQ,2501,3850,3446.7,905,0.8,3710,3500
30-Oct-19,Sanwer,Soyabean,Yellow,FAQ,2500,3981,3446.7,905,0.8,3710,3650
31-Oct-19,Sanwer,Soyabean,Yellow,FAQ,2500,3937,3446.7,905,0.8,3710,3555
01-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2200,4050,4613.6,905,0.5,3710,3700
02-Nov-19,Sanwer,Soyabean,Yellow,FAQ,1800,3913,4613.6,905,0.5,3710,3600
04-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2551,4050,4613.6,905,0.5,3710,3916
05-Nov-19,Sanwer,Soyabean,Yellow,FAQ,1400,4030,4613.6,905,0.5,3710,3685
06-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2700,4040,4613.6,905,0.5,3710,3850
07-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2600,4042,4613.6,905,0.5,3710,3850
08-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2065,4151,4613.6,905,0.5,3710,3931
11-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2500,4112,4613.6,905,0.5,3710,3937
13-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2200,4025,4613.6,905,0.5,3710,3775
14-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2270,4025,4613.6,905,0.5,3710,3822
15-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2608,4052,4613.6,905,0.5,3710,3800
16-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2551,4076,4613.6,905,0.5,3710,3868
18-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2700,4050,4613.6,905,0.5,3710,3851
19-Nov-19,Sanwer,Soyabean,Yellow,FAQ,3000,4006,4613.6,905,0.5,3710,3833
20-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2156,4100,4613.6,905,0.5,3710,3800
21-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2600,4111,4613.6,905,0.5,3710,3761
22-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2500,4151,4613.6,905,0.5,3710,3900
25-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2500,4030,4613.6,905,0.5,3710,3850
27-Nov-19,Sanwer,Soyabean,Yellow,FAQ,3000,4008,4613.6,905,0.5,3710,3850
28-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2511,3981,4613.6,905,0.5,3710,3800
29-Nov-19,Sanwer,Soyabean,Yellow,FAQ,2500,4000,4613.6,905,0.5,3710,3800
30-Nov-19,Sanwer,Soyabean,Yellow,FAQ,3000,4050,4613.6,905,0.5,3710,3825
02-Dec-19,Sanwer,Soyabean,Yellow,FAQ,2701,4100,1570.3,905,0.3,3710,3865
03-Dec-19,Sanwer,Soyabean,Yellow,FAQ,2700,4008,1570.3,905,0.3,3710,3820
04-Dec-19,Sanwer,Soyabean,Yellow,FAQ,3000,4000,1570.3,905,0.3,3710,3850
05-Dec-19,Sanwer,Soyabean,Yellow,FAQ,3200,4111,1570.3,905,0.3,3710,3870
07-Dec-19,Sanwer,Soyabean,Yellow,FAQ,3000,4060,1570.3,905,0.3,3710,3800
