,Date,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal)
49731,1 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2318.0,2750.0,2530.0
49761,1 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1701.0,2699.0,2572.0
49990,2 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2000.0,2725.0,2600.0
49999,2 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2780.0,2600.0
50033,2 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2301.0,2759.0,2530.0
50064,2 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1000.0,2769.0,2645.0
50288,3 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2200.0,2756.0,2600.0
50297,3 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2805.0,2650.0
50329,3 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2300.0,2779.0,2540.0
50360,3 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1899.0,2778.0,2651.0
50538,4 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2400.0,2666.0,2600.0
50541,4 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2755.0,2650.0
50722,6 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2100.0,2715.0,2500.0
50731,6 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2790.0,2600.0
50762,6 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2321.0,2950.0,2635.0
50791,6 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1400.0,2775.0,2660.0
51017,7 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1900.0,2726.0,2550.0
51090,7 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1000.0,2721.0,2615.0
51322,8 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1902.0,2800.0,2600.0
51329,8 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2830.0,2650.0
51392,8 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1800.0,2720.0,2627.0
51621,9 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1700.0,2714.0,2500.0
51630,9 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2850.0,2650.0
51925,10 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2101.0,2680.0,2450.0
51933,10 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2780.0,2600.0
51997,10 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1500.0,2711.0,2655.0
52207,11 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2770.0,2600.0
52480,13 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1514.0,2700.0,2500.0
52488,13 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2785.0,2600.0
52550,13 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1000.0,2701.0,2653.0
52779,14 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2012.0,2645.0,2500.0
52787,14 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2720.0,2600.0
52851,14 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,811.0,2732.0,2663.0
53086,15 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2000.0,2775.0,2500.0
53094,15 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2765.0,2600.0
53149,15 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1301.0,2715.0,2660.0
53378,16 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2200.0,2795.0,2500.0
53386,16 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2820.0,2700.0
53444,16 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1400.0,2800.0,2648.0
53673,17 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1935.0,2700.0,2550.0
53680,17 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2785.0,2600.0
53738,17 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1700.0,2729.0,2651.0
54203,20 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2005.0,2840.0,2550.0
54212,20 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2830.0,2700.0
54243,20 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2326.0,2817.0,2570.0
54268,20 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1150.0,2771.0,2661.0
54490,21 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2210.0,2775.0,2500.0
54498,21 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2845.0,2700.0
54535,21 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2370.0,2801.0,2585.0
54564,21 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1551.0,2818.0,2671.0
54787,22 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1501.0,2800.0,2600.0
54794,22 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2845.0,2750.0
54828,22 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2400.0,2820.0,2610.0
54858,22 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1550.0,2811.0,2691.0
55088,23 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1501.0,2800.0,2600.0
55095,23 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2920.0,2800.0
55125,23 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2481.0,2861.0,2670.0
55155,23 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1951.0,2851.0,2685.0
55385,24 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1901.0,2822.0,2600.0
55393,24 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3000.0,2900.0
55431,24 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2580.0,2935.0,2760.0
55459,24 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1669.0,2881.0,2700.0
55644,25 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2152.0,2862.0,2600.0
55647,25 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,2985.0,2800.0
55904,27 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,2000.0,2890.0,2580.0
55912,27 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3010.0,2900.0
55945,27 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2461.0,2940.0,2700.0
55975,27 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1851.0,2979.0,2713.0
56197,28 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1550.0,2900.0,2400.0
56205,28 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3055.0,2900.0
56241,28 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2499.0,2945.0,2720.0
56268,28 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2161.0,2892.0,2734.0
56490,29 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1800.0,2925.0,2600.0
56497,29 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3060.0,2950.0
56532,29 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2480.0,2981.0,2730.0
56560,29 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1100.0,2833.0,2750.0
56789,30 Nov 17,Indore,Gautampura,Soyabean,Other,FAQ,1890.0,3010.0,2600.0
56796,30 Nov 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3070.0,2950.0
56828,30 Nov 17,Indore,Mhow,Soyabean,Other,FAQ,2527.0,2918.0,2725.0
56854,30 Nov 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2000.0,2882.0,2750.0
57061,1 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,1550.0,2951.0,2600.0
57067,1 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3025.0,2900.0
57100,1 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2565.0,3028.0,2795.0
57128,1 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2100.0,2964.0,2771.0
57240,2 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2100.0,2960.0,2600.0
57243,2 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3045.0,2900.0
57463,4 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2011.0,3075.0,2650.0
57472,4 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3075.0,2900.0
57504,4 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2575.0,3058.0,2815.0
57534,4 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1201.0,3051.0,2841.0
57758,5 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2230.0,2995.0,2800.0
57766,5 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3080.0,2950.0
57796,5 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2536.0,3080.0,2805.0
57822,5 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2000.0,3056.0,2851.0
58039,6 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2313.0,3030.0,2700.0
58080,6 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2590.0,3052.0,2820.0
58105,6 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2000.0,3041.0,2875.0
58329,7 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,1900.0,3025.0,2750.0
58335,7 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3150.0,3050.0
58368,7 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2626.0,3092.0,2860.0
58398,7 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2001.0,3082.0,2892.0
58622,8 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,1804.0,3055.0,2750.0
58663,8 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2552.0,3056.0,2805.0
58692,8 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1900.0,3075.0,2871.0
58877,9 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2255.0,3015.0,2750.0
58880,9 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3135.0,3050.0
59126,11 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,1500.0,3050.0,2700.0
59134,11 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3100.0,3000.0
59165,11 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2550.0,3061.0,2805.0
59188,11 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1350.0,3080.0,2875.0
59410,12 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2200.0,3170.0,2750.0
59417,12 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3100.0,3000.0
59455,12 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2566.0,3017.0,2795.0
59482,12 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2271.0,2988.0,2832.0
59699,13 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2200.0,2966.0,2800.0
59706,13 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3125.0,3000.0
59740,13 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2560.0,2993.0,2775.0
59771,13 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1339.0,2972.0,2817.0
59993,14 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,1800.0,2981.0,2750.0
60000,14 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3090.0,2930.0
60032,14 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2581.0,3009.0,2795.0
60060,14 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1212.0,2979.0,2841.0
60287,15 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2000.0,3040.0,2800.0
60295,15 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3080.0,2930.0
60331,15 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2541.0,3050.0,2795.0
60359,15 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1800.0,2951.0,2855.0
60580,16 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,1990.0,3041.0,2750.0
60587,16 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3075.0,2950.0
60624,16 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2591.0,3019.0,2805.0
60858,18 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,1870.0,2755.0,2700.0
61094,19 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2155.0,2980.0,2700.0
61101,19 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3100.0,2950.0
61136,19 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2601.0,3044.0,2825.0
61158,19 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1500.0,2982.0,2850.0
61393,20 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2400.0,3062.0,2800.0
61401,20 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3110.0,2950.0
61436,20 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2661.0,3160.0,2910.0
61460,20 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2201.0,3024.0,2892.0
61681,21 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2400.0,3300.0,2700.0
61688,21 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3080.0,2950.0
61718,21 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2671.0,3079.0,2875.0
61744,21 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2222.0,3020.0,2871.0
61973,22 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2550.0,3300.0,2800.0
61980,22 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3070.0,2950.0
62017,22 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2604.0,3100.0,2850.0
62043,22 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2201.0,2994.0,2851.0
62232,23 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2350.0,2985.0,2800.0
62234,23 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3090.0,3000.0
62388,25 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3070.0,2900.0
62506,26 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2350.0,3016.0,2750.0
62512,26 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3100.0,3000.0
62546,26 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2601.0,3069.0,2835.0
62570,26 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2200.0,3033.0,2881.0
62787,27 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2350.0,3305.0,2800.0
62794,27 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3190.0,3000.0
62829,27 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2631.0,3113.0,2870.0
62856,27 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1951.0,3041.0,2870.0
63084,28 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,1900.0,3100.0,2800.0
63090,28 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3165.0,3000.0
63120,28 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2620.0,3156.0,2890.0
63145,28 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1500.0,3008.0,2880.0
63350,29 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,2310.0,3060.0,2750.0
63357,29 Dec 17,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3205.0,3050.0
63391,29 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2611.0,3123.0,2865.0
63419,29 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,2540.0,3030.0,2875.0
63625,30 Dec 17,Indore,Gautampura,Soyabean,Other,FAQ,1400.0,3025.0,2800.0
63666,30 Dec 17,Indore,Mhow,Soyabean,Other,FAQ,2610.0,3121.0,2865.0
63695,30 Dec 17,Indore,Sanwer,Soyabean,Yellow,FAQ,1601.0,3026.0,2800.0
63913,1 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3165.0,3000.0
63951,1 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2601.0,3062.0,2900.0
64139,2 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,1905.0,3100.0,2850.0
64146,2 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3100.0,3000.0
64175,2 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2641.0,3163.0,2900.0
64195,2 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,1951.0,3455.0,3090.0
64384,3 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2900.0,3090.0,3000.0
64391,3 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3160.0,3050.0
64418,3 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2691.0,3137.0,2915.0
64443,3 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,1700.0,3262.0,3000.0
64591,4 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2541.0,3220.0,3100.0
64598,4 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3150.0,3000.0
64628,4 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2649.0,3209.0,2930.0
64655,4 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,1901.0,3200.0,3080.0
64848,5 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2340.0,3365.0,3200.0
64855,5 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3225.0,3050.0
64881,5 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2791.0,3399.0,3095.0
64905,5 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2351.0,3251.0,3119.0
65098,6 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2531.0,3265.0,3000.0
65105,6 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3350.0,3100.0
65130,6 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2799.0,3351.0,3075.0
65153,6 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2600.0,3239.0,3114.0
65376,8 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,3000.0,3189.0,3150.0
65383,8 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3285.0,3050.0
65411,8 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2737.0,3280.0,3010.0
65438,8 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,1801.0,3239.0,3151.0
65649,9 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,3081.0,3225.0,3100.0
65655,9 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3305.0,3100.0
65685,9 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2745.0,3315.0,3030.0
65908,10 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,3051.0,3405.0,3100.0
65914,10 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3285.0,3100.0
65942,10 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2791.0,3351.0,3070.0
65968,10 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2902.0,3396.0,3251.0
66177,11 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2305.0,3261.0,3000.0
66182,11 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3400.0,3100.0
66209,11 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2800.0,3400.0,3100.0
66236,11 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2400.0,3294.0,3100.0
66443,12 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,3000.0,3196.0,3150.0
66450,12 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3280.0,3100.0
66478,12 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2750.0,3441.0,3095.0
66501,12 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,1500.0,3260.0,3110.0
66671,13 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3405.0,3200.0
66859,15 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2552.0,3286.0,3000.0
66864,15 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3335.0,3100.0
66880,15 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2770.0,3335.0,3055.0
67041,16 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2850.0,2950.0,2900.0
67045,16 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3375.0,3100.0
67241,17 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2355.0,3351.0,3000.0
67272,17 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2871.0,3338.0,3105.0
67297,17 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2651.0,3307.0,3200.0
67489,18 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2801.0,3401.0,3100.0
67496,18 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3380.0,3100.0
67528,18 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2851.0,3391.0,3120.0
67740,19 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2800.0,3186.0,2800.0
67747,19 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3380.0,3100.0
67776,19 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2941.0,3415.0,3180.0
67803,19 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2833.0,3570.0,3301.0
67978,20 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2966.0,3380.0,3100.0
67985,20 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3415.0,3200.0
68010,20 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,2999.0,3430.0,3210.0
68034,20 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2722.0,3374.0,3251.0
68242,22 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2325.0,3800.0,3400.0
68248,22 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3410.0,3200.0
68291,22 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2000.0,3601.0,3300.0
68474,23 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,2511.0,3403.0,3000.0
68481,23 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3505.0,3200.0
68531,23 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,3001.0,3493.0,3281.0
68717,24 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,3361.0,3500.0,3400.0
68722,24 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3540.0,3200.0
68771,24 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2401.0,3511.0,3340.0
68957,25 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,3251.0,3628.0,3300.0
68963,25 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3560.0,3200.0
68983,25 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,3161.0,3645.0,3405.0
69170,27 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3640.0,3300.0
69395,29 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,3300.0,3561.0,3400.0
69402,29 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3770.0,3530.0
69425,29 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,3132.0,3810.0,3470.0
69450,29 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,3202.0,3803.0,3633.0
69651,30 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,3705.0,4215.0,4000.0
69657,30 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3950.0,3300.0
69688,30 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,3300.0,3816.0,3560.0
69711,30 Jan 18,Indore,Sanwer,Soyabean,Yellow,FAQ,1721.0,3672.0,3521.0
69855,31 Jan 18,Indore,Gautampura,Soyabean,Other,FAQ,3631.0,3636.0,3635.0
69858,31 Jan 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3915.0,3500.0
69869,31 Jan 18,Indore,Mhow,Soyabean,Other,FAQ,3000.0,3798.0,3400.0
70055,1 Feb 18,Indore,Gautampura,Soyabean,Other,FAQ,3551.0,4210.0,3700.0
70059,1 Feb 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3830.0,3500.0
70086,1 Feb 18,Indore,Mhow,Soyabean,Other,FAQ,3101.0,3821.0,3460.0
70107,1 Feb 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2809.0,3725.0,3611.0
70290,2 Feb 18,Indore,Gautampura,Soyabean,Other,FAQ,2706.0,4040.0,3600.0
70296,2 Feb 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3705.0,3500.0
70324,2 Feb 18,Indore,Mhow,Soyabean,Other,FAQ,2991.0,3790.0,3390.0
70349,2 Feb 18,Indore,Sanwer,Soyabean,Yellow,FAQ,3001.0,3660.0,3550.0
70534,3 Feb 18,Indore,Gautampura,Soyabean,Other,FAQ,1502.0,3405.0,3200.0
70540,3 Feb 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3695.0,3500.0
70571,3 Feb 18,Indore,Mhow,Soyabean,Other,FAQ,3062.0,3653.0,3360.0
70810,5 Feb 18,Indore,Gautampura,Soyabean,Other,FAQ,2600.0,3522.0,3400.0
70816,5 Feb 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3670.0,3500.0
70838,5 Feb 18,Indore,Mhow,Soyabean,Other,FAQ,3100.0,3715.0,3410.0
70862,5 Feb 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2851.0,3516.0,3422.0
71053,6 Feb 18,Indore,Gautampura,Soyabean,Other,FAQ,2800.0,4035.0,3900.0
71060,6 Feb 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3520.0,3300.0
71090,6 Feb 18,Indore,Mhow,Soyabean,Other,FAQ,3021.0,3680.0,3350.0
71111,6 Feb 18,Indore,Sanwer,Soyabean,Yellow,FAQ,2827.0,3460.0,3342.0
71283,7 Feb 18,Indore,Gautampura,Soyabean,Other,FAQ,3451.0,4050.0,3700.0
71289,7 Feb 18,Indore,Indore,Soyabean,Yellow,FAQ,2000.0,3620.0,3400.0
71312,7 Feb 18,Indore,Mhow,Soyabean,Other,FAQ,3061.0,3704.0,3385.0
71334,7 Feb 18,Indore,Sanwer,Soyabean,Yellow,FAQ,3291.0,3632.0,3438.0
71512,8 Feb 18,Indore,Gautampura,Soyabean,Other,FAQ,1580.0,4060.0,3900.0
