,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
0,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
317,317,Shajapur,Agar,Maize,Other,FAQ,1105,1105,1105,11 Jan 2018
318,318,Shajapur,Agar,Maize,Other,FAQ,1000,1000,1000,08 Jan 2018
319,319,Shajapur,Agar,Maize,Other,FAQ,1000,1100,1040,06 Jan 2018
320,320,Shajapur,Agar,Maize,Other,FAQ,1133,1133,1133,05 Jan 2018
321,321,Shajapur,Agar,Maize,Other,FAQ,1140,1140,1140,04 Jan 2018
322,322,Shajapur,Agar,Maize,Other,FAQ,1100,1140,1135,03 Jan 2018
323,323,Shajapur,Agar,Maize,Other,FAQ,1150,1150,1150,02 Jan 2018
324,324,Shajapur,Agar,Maize,Other,FAQ,1000,1150,1130,29 Dec 2017
325,325,Shajapur,Agar,Maize,Other,FAQ,1025,1145,1110,28 Dec 2017
326,326,Shajapur,Agar,Maize,Other,FAQ,1130,1140,1135,27 Dec 2017
327,327,Shajapur,Agar,Maize,Other,FAQ,1123,1140,1130,26 Dec 2017
328,328,Shajapur,Agar,Maize,Other,FAQ,1136,1164,1140,22 Dec 2017
329,329,Shajapur,Agar,Maize,Other,FAQ,900,1130,1060,20 Dec 2017
330,330,Shajapur,Agar,Maize,Other,FAQ,1020,1150,1100,19 Dec 2017
331,331,Shajapur,Agar,Maize,Other,FAQ,991,991,991,16 Dec 2017
332,332,Shajapur,Agar,Maize,Other,FAQ,900,1120,1000,15 Dec 2017
333,333,Shajapur,Agar,Maize,Other,FAQ,1050,1100,1070,14 Dec 2017
334,334,Shajapur,Agar,Maize,Other,FAQ,900,1137,1050,13 Dec 2017
335,335,Shajapur,Agar,Maize,Other,FAQ,1110,1135,1120,12 Dec 2017
336,336,Shajapur,Agar,Maize,Other,FAQ,910,1125,1050,11 Dec 2017
337,337,Shajapur,Agar,Maize,Other,FAQ,1000,1130,1050,08 Dec 2017
338,338,Shajapur,Agar,Maize,Other,FAQ,1120,1120,1120,07 Dec 2017
339,339,Shajapur,Agar,Maize,Other,FAQ,900,1100,1000,05 Dec 2017
340,340,Shajapur,Agar,Maize,Other,FAQ,1000,1100,1050,04 Dec 2017
341,341,Shajapur,Agar,Maize,Other,FAQ,900,1112,1000,01 Dec 2017
342,342,Shajapur,Agar,Maize,Other,FAQ,875,1050,990,30 Nov 2017
343,343,Shajapur,Agar,Maize,Other,FAQ,900,1075,1000,29 Nov 2017
344,344,Shajapur,Agar,Maize,Other,FAQ,1015,1100,1090,28 Nov 2017
345,345,Shajapur,Agar,Maize,Other,FAQ,950,1070,1000,27 Nov 2017
346,346,Shajapur,Agar,Maize,Other,FAQ,1040,1040,1040,24 Nov 2017
347,347,Shajapur,Agar,Maize,Other,FAQ,900,1030,1000,23 Nov 2017
348,348,Shajapur,Agar,Maize,Other,FAQ,900,1011,950,22 Nov 2017
349,349,Shajapur,Agar,Maize,Other,FAQ,900,1000,970,21 Nov 2017
350,350,Shajapur,Agar,Maize,Other,FAQ,875,1050,990,20 Nov 2017
351,351,Shajapur,Agar,Maize,Other,FAQ,900,971,950,17 Nov 2017
352,352,Shajapur,Agar,Maize,Other,FAQ,900,974,920,16 Nov 2017
353,353,Shajapur,Agar,Maize,Other,FAQ,930,1090,950,15 Nov 2017
354,354,Shajapur,Agar,Maize,Other,FAQ,900,1070,950,14 Nov 2017
355,355,Shajapur,Agar,Maize,Other,FAQ,940,1110,1040,13 Nov 2017
356,356,Shajapur,Agar,Maize,Other,FAQ,1000,1030,1010,10 Nov 2017
357,357,Shajapur,Agar,Maize,Other,FAQ,900,1081,950,09 Nov 2017
358,358,Shajapur,Agar,Maize,Other,FAQ,800,1021,900,08 Nov 2017
359,359,Shajapur,Agar,Maize,Other,FAQ,900,1010,915,07 Nov 2017
360,360,Shajapur,Agar,Maize,Other,FAQ,900,1000,925,06 Nov 2017
361,361,Shajapur,Agar,Maize,Other,FAQ,900,1050,950,03 Nov 2017
362,362,Shajapur,Agar,Maize,Other,FAQ,900,1150,1000,02 Nov 2017
363,363,Shajapur,Agar,Maize,Other,FAQ,1200,1266,1210,01 Nov 2017
364,364,Shajapur,Agar,Maize,Other,FAQ,900,900,900,25 Oct 2017
365,365,Shajapur,Agar,Maize,Other,FAQ,1100,1100,1100,24 Oct 2017
366,366,Shajapur,Agar,Maize,Other,FAQ,1100,1100,1100,16 Oct 2017
367,367,Shajapur,Agar,Maize,Other,FAQ,1066,1066,1066,03 Oct 2017
368,368,Shajapur,Agar,Maize,Other,FAQ,1200,1200,1200,12 Sep 2017
369,369,Shajapur,Agar,Maize,Other,FAQ,1100,1310,1150,05 Sep 2017
370,370,Shajapur,Agar,Maize,Other,FAQ,1100,1100,1100,04 Sep 2017
371,371,Shajapur,Agar,Maize,Other,FAQ,1400,1400,1400,11 Aug 2017
372,372,Shajapur,Agar,Maize,Other,FAQ,1320,1320,1320,09 Aug 2017
373,373,Shajapur,Agar,Maize,Other,FAQ,1330,1330,1330,24 Jul 2017
374,374,Shajapur,Agar,Maize,Other,FAQ,1175,1201,1190,20 May 2017
375,375,Shajapur,Agar,Maize,Other,FAQ,1200,1200,1200,06 Mar 2017
376,376,Shajapur,Agar,Maize,Other,FAQ,1300,1300,1300,28 Feb 2017
377,377,Shajapur,Agar,Maize,Other,FAQ,1330,1330,1330,20 Feb 2017
378,378,Shajapur,Agar,Maize,Other,FAQ,1350,1400,1370,18 Feb 2017
379,379,Shajapur,Agar,Maize,Other,FAQ,1380,1380,1380,15 Feb 2017
380,380,Shajapur,Agar,Maize,Other,FAQ,1426,1426,1426,14 Feb 2017
381,381,Shajapur,Agar,Maize,Other,FAQ,1280,1390,1320,03 Feb 2017
382,382,Shajapur,Agar,Maize,Other,FAQ,1100,1100,1100,02 Feb 2017
383,383,Shajapur,Agar,Maize,Other,FAQ,1200,1200,1200,31 Jan 2017
384,384,Shajapur,Agar,Maize,Other,FAQ,1299,1299,1299,30 Jan 2017
385,385,Shajapur,Agar,Maize,Other,FAQ,1382,1382,1382,24 Jan 2017
386,386,Shajapur,Agar,Maize,Other,FAQ,1300,1366,1344,18 Jan 2017
387,387,Shajapur,Agar,Maize,Other,FAQ,1200,1300,1266,17 Jan 2017
388,388,Shajapur,Agar,Maize,Other,FAQ,1261,1261,1261,16 Jan 2017
389,389,Shajapur,Agar,Maize,Other,FAQ,1280,1280,1280,13 Jan 2017
390,390,Shajapur,Agar,Maize,Other,FAQ,1220,1310,1280,11 Jan 2017
391,391,Shajapur,Agar,Maize,Other,FAQ,1220,1310,1280,09 Jan 2017
392,392,Shajapur,Agar,Maize,Other,FAQ,1360,1370,1365,07 Jan 2017
393,393,Shajapur,Agar,Maize,Other,FAQ,1250,1300,1280,06 Jan 2017
394,394,Shajapur,Agar,Maize,Other,FAQ,1356,1356,1356,04 Jan 2017
395,395,Shajapur,Agar,Maize,Other,FAQ,1250,1300,1280,03 Jan 2017
396,396,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1600,1600,1600,08 Dec 2019
397,397,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,03 Dec 2019
398,398,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,26 Aug 2019
399,399,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,31 Jul 2019
400,400,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,29 Jul 2019
401,401,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,27 Jul 2019
402,402,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,26 Jul 2019
403,403,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1200,1200,22 Jul 2019
404,404,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,14 Jul 2019
405,405,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,04 Jul 2019
406,406,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1600,1600,1600,28 May 2019
407,407,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,25 May 2019
408,408,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,21 May 2019
409,409,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1500,1750,1700,17 May 2019
410,410,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1500,1500,1500,16 May 2019
411,411,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,15 May 2019
412,412,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1750,1750,1750,13 May 2019
413,413,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,12 May 2019
414,414,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,10 May 2019
415,415,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,09 May 2019
416,416,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,08 May 2019
417,417,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,05 May 2019
418,418,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,03 May 2019
419,419,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,02 May 2019
420,420,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1800,1750,01 May 2019
421,421,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1500,1750,1650,30 Apr 2019
422,422,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,26 Apr 2019
423,423,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,25 Apr 2019
424,424,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,24 Apr 2019
425,425,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,21 Apr 2019
426,426,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,16 Apr 2019
427,427,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1500,1800,1650,14 Apr 2019
428,428,Alirajpur,Alirajpur,Maize,Other,FAQ,1800,1800,1800,08 Apr 2019
429,429,Alirajpur,Alirajpur,Maize,Other,FAQ,1700,1750,1750,07 Apr 2019
430,430,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,29 Mar 2019
431,431,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,21 Mar 2019
432,432,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,11 Mar 2019
433,433,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,07 Mar 2019
434,434,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1700,1700,1700,06 Mar 2019
435,435,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1900,1800,27 Feb 2019
436,436,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1800,1800,1800,22 Feb 2019
437,437,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1800,1500,15 Feb 2019
438,438,Alirajpur,Alirajpur,Maize,Other,FAQ,1300,1300,1300,11 Feb 2019
439,439,Alirajpur,Alirajpur,Maize,Other,FAQ,1500,1500,1500,14 Jan 2019
440,440,Alirajpur,Alirajpur,Maize,Other,FAQ,1500,1550,1550,11 Jan 2019
441,441,Alirajpur,Alirajpur,Maize,Other,FAQ,1400,1400,1400,08 Jan 2019
442,442,Alirajpur,Alirajpur,Maize,Other,FAQ,1475,1475,1475,28 Dec 2018
443,443,Alirajpur,Alirajpur,Maize,Other,FAQ,1200,1325,1300,20 Dec 2018
444,444,Alirajpur,Alirajpur,Maize,Other,FAQ,1300,1300,1300,19 Dec 2018
445,445,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1150,1100,16 Dec 2018
446,446,Alirajpur,Alirajpur,Maize,Other,FAQ,1200,1200,1200,15 Dec 2018
447,447,Alirajpur,Alirajpur,Maize,Other,FAQ,1200,1200,1200,02 Dec 2018
448,448,Alirajpur,Alirajpur,Maize,Other,FAQ,1100,1200,1150,30 Nov 2018
449,449,Alirajpur,Alirajpur,Maize,Other,FAQ,1100,1200,1200,29 Nov 2018
450,450,Alirajpur,Alirajpur,Maize,Other,FAQ,1100,1200,1150,23 Nov 2018
451,451,Alirajpur,Alirajpur,Maize,Other,FAQ,1200,1300,1250,19 Nov 2018
452,452,Alirajpur,Alirajpur,Maize,Other,FAQ,1100,1300,1200,16 Nov 2018
453,453,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1350,1700,1700,15 Nov 2018
454,454,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1100,1100,13 Nov 2018
455,455,Alirajpur,Alirajpur,Maize,Other,FAQ,1100,1100,1100,09 Nov 2018
456,456,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1100,1050,04 Nov 2018
457,457,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1125,1100,31 Oct 2018
458,458,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1150,1100,29 Oct 2018
459,459,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1100,1100,28 Oct 2018
460,460,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1100,1050,21 Oct 2018
461,461,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1100,1100,19 Oct 2018
462,462,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1000,1000,11 Oct 2018
463,463,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1100,1100,27 Sep 2018
464,464,Alirajpur,Alirajpur,Maize,Other,FAQ,1200,1200,1200,16 Sep 2018
465,465,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,950,1000,975,23 Aug 2018
466,466,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,900,1000,950,30 Jul 2018
467,467,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1200,1100,25 Jul 2018
468,468,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1100,1050,24 Jul 2018
469,469,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1100,1050,05 Jul 2018
470,470,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1100,1050,24 Jun 2018
471,471,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1118,1115,20 Jun 2018
472,472,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1100,1050,17 Jun 2018
473,473,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1100,1050,04 May 2018
474,474,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1200,1050,21 Apr 2018
475,475,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1200,1100,16 Apr 2018
476,476,Alirajpur,Alirajpur,Maize,Other,FAQ,1100,1200,1150,10 Apr 2018
477,477,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1150,1100,08 Apr 2018
478,478,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1200,1100,03 Apr 2018
479,479,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1100,1050,02 Apr 2018
480,480,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1275,1205,22 Mar 2018
481,481,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1100,1050,21 Mar 2018
482,482,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1250,1200,19 Mar 2018
483,483,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1050,1025,18 Mar 2018
484,484,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1100,1050,16 Mar 2018
485,485,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1100,1050,27 Feb 2018
486,486,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1200,1150,24 Jan 2018
487,487,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1300,1425,1325,20 Dec 2017
488,488,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1150,1200,1175,14 Dec 2017
489,489,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1180,1125,12 Dec 2017
490,490,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1235,1150,11 Dec 2017
491,491,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1181,1150,09 Dec 2017
492,492,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1250,1315,1275,08 Dec 2017
493,493,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1150,1205,1175,07 Dec 2017
494,494,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1150,1255,1175,05 Dec 2017
495,495,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1060,1175,1100,04 Dec 2017
496,496,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1025,1300,1200,27 Nov 2017
497,497,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1100,1040,22 Nov 2017
498,498,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1000,1040,1025,20 Nov 2017
499,499,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,850,1000,900,18 Nov 2017
500,500,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,900,1000,925,16 Nov 2017
501,501,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1300,1250,30 Aug 2017
502,502,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1150,1250,1200,08 Aug 2017
503,503,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1300,1250,23 Jul 2017
504,504,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1300,1250,19 Jul 2017
505,505,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1300,1360,1350,23 Jun 2017
506,506,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1365,1375,1370,18 Jun 2017
507,507,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1300,1365,1350,17 Jun 2017
508,508,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1300,1370,1365,14 Jun 2017
509,509,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1200,1150,07 Jun 2017
510,510,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1150,1250,1200,04 Jun 2017
511,511,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1250,1200,01 Jun 2017
512,512,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1200,1150,27 May 2017
513,513,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1100,1200,1150,25 May 2017
514,514,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1300,1250,22 May 2017
515,515,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1400,1300,08 May 2017
516,516,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1350,1400,1375,02 May 2017
517,517,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1200,1100,24 Apr 2017
518,518,Alirajpur,Alirajpur,Maize,Other,FAQ,1000,1200,1100,22 Apr 2017
519,519,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1300,1250,10 Apr 2017
520,520,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1300,1375,1350,08 Mar 2017
521,521,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1200,1300,1250,20 Feb 2017
522,522,Alirajpur,Alirajpur,Maize,Deshi White,FAQ,1370,1380,1375,16 Feb 2017
523,523,Chhindwara,Amarwda,Maize,Local,FAQ,1950,1978,1964,31 Dec 2019
524,524,Chhindwara,Amarwda,Maize,Local,FAQ,1920,1975,1947,30 Dec 2019
525,525,Chhindwara,Amarwda,Maize,Local,FAQ,1900,1981,1940,29 Dec 2019
526,526,Chhindwara,Amarwda,Maize,Local,FAQ,1948,1982,1965,27 Dec 2019
527,527,Chhindwara,Amarwda,Maize,Local,FAQ,1945,2010,1980,26 Dec 2019
528,528,Chhindwara,Amarwda,Maize,Local,FAQ,1955,1978,1966,24 Dec 2019
529,529,Chhindwara,Amarwda,Maize,Local,FAQ,1950,2010,1980,20 Dec 2019
530,530,Chhindwara,Amarwda,Maize,Local,FAQ,1915,2000,1957,19 Dec 2019
531,531,Chhindwara,Amarwda,Maize,Local,FAQ,1900,1980,1940,18 Dec 2019
532,532,Chhindwara,Amarwda,Maize,Local,FAQ,1900,2025,1962,17 Dec 2019
533,533,Chhindwara,Amarwda,Maize,Local,FAQ,1940,2110,2025,16 Dec 2019
534,534,Chhindwara,Amarwda,Maize,Local,FAQ,1900,1975,1937,15 Dec 2019
535,535,Chhindwara,Amarwda,Maize,Local,FAQ,1890,2000,1945,13 Dec 2019
536,536,Chhindwara,Amarwda,Maize,Local,FAQ,1900,1928,1914,11 Dec 2019
537,537,Chhindwara,Amarwda,Maize,Local,FAQ,1900,1930,1915,10 Dec 2019
538,538,Chhindwara,Amarwda,Maize,Local,FAQ,1850,1900,1875,08 Dec 2019
539,539,Chhindwara,Amarwda,Maize,Local,FAQ,1819,1850,1834,06 Dec 2019
540,540,Chhindwara,Amarwda,Maize,Local,FAQ,1804,1815,1809,05 Dec 2019
541,541,Chhindwara,Amarwda,Maize,Local,FAQ,1700,1850,1775,03 Dec 2019
542,542,Chhindwara,Amarwda,Maize,Local,FAQ,1750,1850,1800,02 Dec 2019
543,543,Chhindwara,Amarwda,Maize,Local,FAQ,1700,1855,1777,01 Dec 2019
544,544,Chhindwara,Amarwda,Maize,Local,FAQ,1650,1850,1750,29 Nov 2019
545,545,Chhindwara,Amarwda,Maize,Local,FAQ,1670,1850,1760,28 Nov 2019
546,546,Chhindwara,Amarwda,Maize,Local,FAQ,1700,1800,1750,27 Nov 2019
547,547,Chhindwara,Amarwda,Maize,Local,FAQ,1680,1800,1740,26 Nov 2019
548,548,Chhindwara,Amarwda,Maize,Local,FAQ,1685,1725,1705,25 Nov 2019
549,549,Chhindwara,Amarwda,Maize,Local,FAQ,1670,1750,1710,24 Nov 2019
550,550,Chhindwara,Amarwda,Maize,Local,FAQ,1600,1710,1655,22 Nov 2019
551,551,Chhindwara,Amarwda,Maize,Local,FAQ,1690,1730,1710,21 Nov 2019
552,552,Chhindwara,Amarwda,Maize,Local,FAQ,1650,1801,1725,20 Nov 2019
553,553,Chhindwara,Amarwda,Maize,Local,FAQ,1675,1750,1712,18 Nov 2019
554,554,Chhindwara,Amarwda,Maize,Local,FAQ,1660,1700,1680,17 Nov 2019
555,555,Chhindwara,Amarwda,Maize,Local,FAQ,1700,1800,1750,14 Nov 2019
556,556,Chhindwara,Amarwda,Maize,Local,FAQ,1600,1800,1700,13 Nov 2019
557,557,Chhindwara,Amarwda,Maize,Local,FAQ,1700,1800,1750,11 Nov 2019
558,558,Chhindwara,Amarwda,Maize,Local,FAQ,1800,1800,1800,07 Nov 2019
559,559,Chhindwara,Amarwda,Maize,Local,FAQ,1780,1801,1790,06 Nov 2019
560,560,Chhindwara,Amarwda,Maize,Local,FAQ,1731,1800,1765,05 Nov 2019
561,561,Chhindwara,Amarwda,Maize,Local,FAQ,1811,1865,1840,04 Nov 2019
562,562,Chhindwara,Amarwda,Maize,Local,FAQ,1850,1900,1875,09 Oct 2019
563,563,Chhindwara,Amarwda,Maize,Local,FAQ,2000,2000,2000,30 Jul 2019
564,564,Chhindwara,Amarwda,Maize,Local,FAQ,1835,1910,1875,03 Apr 2019
565,565,Chhindwara,Amarwda,Maize,Local,FAQ,1800,1850,1825,26 Feb 2019
566,566,Chhindwara,Amarwda,Maize,Local,FAQ,1800,1850,1825,25 Feb 2019
567,567,Chhindwara,Amarwda,Maize,Local,FAQ,1900,1900,1900,08 Feb 2019
568,568,Chhindwara,Amarwda,Maize,Local,FAQ,1700,1700,1700,28 Jan 2019
569,569,Chhindwara,Amarwda,Maize,Local,FAQ,1590,1750,1670,26 Jan 2019
570,570,Chhindwara,Amarwda,Maize,Local,FAQ,1580,1900,1740,19 Jan 2019
571,571,Chhindwara,Amarwda,Maize,Local,FAQ,1450,1850,1650,18 Jan 2019
572,572,Chhindwara,Amarwda,Maize,Local,FAQ,1450,1800,1625,17 Jan 2019
573,573,Chhindwara,Amarwda,Maize,Local,FAQ,1550,1750,1650,16 Jan 2019
574,574,Chhindwara,Amarwda,Maize,Local,FAQ,1500,1625,1562,15 Jan 2019
575,575,Chhindwara,Amarwda,Maize,Local,FAQ,1500,1710,1605,14 Jan 2019
576,576,Chhindwara,Amarwda,Maize,Local,FAQ,1450,1720,1585,13 Jan 2019
577,577,Chhindwara,Amarwda,Maize,Local,FAQ,1541,1591,1566,12 Jan 2019
578,578,Chhindwara,Amarwda,Maize,Local,FAQ,1475,1730,1602,11 Jan 2019
579,579,Chhindwara,Amarwda,Maize,Local,FAQ,1450,1720,1585,10 Jan 2019
580,580,Chhindwara,Amarwda,Maize,Local,FAQ,1448,1680,1564,09 Jan 2019
581,581,Chhindwara,Amarwda,Maize,Local,FAQ,1460,1630,1545,08 Jan 2019
582,582,Chhindwara,Amarwda,Maize,Local,FAQ,1480,1600,1540,07 Jan 2019
583,583,Chhindwara,Amarwda,Maize,Local,FAQ,1400,1600,1500,06 Jan 2019
584,584,Chhindwara,Amarwda,Maize,Local,FAQ,1501,1606,1553,05 Jan 2019
585,585,Chhindwara,Amarwda,Maize,Local,FAQ,1480,1580,1530,04 Jan 2019
586,586,Chhindwara,Amarwda,Maize,Local,FAQ,1350,1580,1465,03 Jan 2019
587,587,Chhindwara,Amarwda,Maize,Local,FAQ,1400,1560,1480,02 Jan 2019
588,588,Chhindwara,Amarwda,Maize,Local,FAQ,1480,1560,1520,01 Jan 2019
589,589,Chhindwara,Amarwda,Maize,Local,FAQ,1300,1560,1430,30 Dec 2018
590,590,Chhindwara,Amarwda,Maize,Local,FAQ,1410,1580,1495,29 Dec 2018
591,591,Chhindwara,Amarwda,Maize,Local,FAQ,1480,1570,1525,28 Dec 2018
592,592,Chhindwara,Amarwda,Maize,Local,FAQ,1310,1590,1450,27 Dec 2018
593,593,Chhindwara,Amarwda,Maize,Local,FAQ,1450,1550,1500,26 Dec 2018
594,594,Chhindwara,Amarwda,Maize,Local,FAQ,1460,1590,1525,24 Dec 2018
595,595,Chhindwara,Amarwda,Maize,Local,FAQ,1480,1610,1545,23 Dec 2018
596,596,Chhindwara,Amarwda,Maize,Local,FAQ,1462,1636,1550,22 Dec 2018
597,597,Chhindwara,Amarwda,Maize,Local,FAQ,1470,1630,1550,21 Dec 2018
598,598,Chhindwara,Amarwda,Maize,Local,FAQ,1470,1630,1550,20 Dec 2018
599,599,Chhindwara,Amarwda,Maize,Local,FAQ,1480,1630,1555,19 Dec 2018
600,600,Chhindwara,Amarwda,Maize,Local,FAQ,1490,1630,1560,18 Dec 2018
601,601,Chhindwara,Amarwda,Maize,Local,FAQ,1480,1628,1554,17 Dec 2018
602,602,Chhindwara,Amarwda,Maize,Local,FAQ,1480,1590,1535,16 Dec 2018
603,603,Chhindwara,Amarwda,Maize,Local,FAQ,1490,1590,1540,14 Dec 2018
604,604,Chhindwara,Amarwda,Maize,Local,FAQ,1390,1520,1450,13 Dec 2018
605,605,Chhindwara,Amarwda,Maize,Local,FAQ,1380,1480,1430,12 Dec 2018
606,606,Chhindwara,Amarwda,Maize,Local,FAQ,1400,1450,1425,11 Dec 2018
607,607,Chhindwara,Amarwda,Maize,Local,FAQ,1370,1455,1415,10 Dec 2018
608,608,Chhindwara,Amarwda,Maize,Local,FAQ,1366,1450,1415,09 Dec 2018
